alpha,gamma,alternation,best_block,envelope,active_m,is_envelope_minimum
256,4.924999999999999933e-01,1.359678711872850249e-43,3.699577767270293194e+00,3.699577767270293194e+00,11,0
256,4.926666666666666972e-01,1.214900872154312185e-43,3.400165104490433077e+00,3.400165104490433077e+00,11,0
256,4.928333333333333455e-01,1.085529715701041253e-43,3.124943800297490082e+00,3.124943800297490082e+00,11,0
256,4.929999999999999938e-01,9.699295651894015614e-44,2.871971045675918432e+00,2.871971045675918432e+00,11,0
256,4.931666666666666976e-01,8.666381602185624675e-44,2.639459867932527626e+00,2.639459867932527626e+00,11,0
256,4.933333333333333459e-01,7.743483064237927761e-44,2.425766712843339334e+00,2.425766712843339334e+00,11,0
256,4.934999999999999942e-01,6.918914633473393323e-44,2.229380015656419634e+00,2.229380015656419634e+00,11,0
256,4.936666666666666980e-01,6.182230666018717008e-44,2.048909682777941388e+00,2.048909682777941388e+00,11,0
256,4.938333333333333464e-01,5.524094013868636599e-44,1.883077412143826734e+00,1.883077412143826734e+00,11,0
256,4.939999999999999947e-01,4.936158636835567579e-44,1.730707785978284008e+00,1.730707785978284008e+00,11,0
256,4.941666666666666985e-01,4.410964626942253323e-44,1.590720074888366975e+00,1.590720074888366975e+00,11,0
256,4.943333333333333468e-01,3.941844335175084230e-44,1.462120697081381149e+00,1.462120697081381149e+00,11,0
256,4.944999999999999951e-01,3.522838428565065390e-44,1.343996280950113142e+00,1.343996280950113142e+00,11,0
256,4.946666666666666989e-01,3.148620829085643220e-44,1.235507283379716936e+00,1.235507283379716936e+00,11,0
256,4.948333333333333472e-01,2.814431596387290203e-44,1.135882119917581257e+00,1.135882119917581257e+00,11,0
256,4.949999999999999956e-01,2.516016915280036824e-44,1.044411766436601052e+00,1.044411766436601052e+00,11,0
256,4.951666666666666994e-01,2.249575437372986508e-44,9.604447951422040441e-01,9.604447951422040441e-01,11,0
256,4.953333333333333477e-01,2.011710305444406912e-44,8.833828107374102068e-01,8.833828107374102068e-01,11,0
256,4.954999999999999960e-01,1.799386259956351408e-44,8.126762552950701490e-01,8.126762552950701490e-01,11,0
256,4.956666666666666998e-01,1.609891290506600895e-44,7.478205529092045722e-01,7.478205529092045722e-01,11,0
256,4.958333333333333481e-01,1.440802351707605599e-44,6.883525675205980354e-01,6.883525675205980354e-01,11,0
256,4.959999999999999964e-01,1.289954713712796679e-44,6.338473494576074563e-01,6.338473494576074563e-01,11,0
256,4.961666666666667003e-01,1.155414562991473282e-44,5.839151482111530900e-01,5.839151482111530900e-01,11,0
256,4.963333333333333486e-01,1.035454509552644303e-44,5.381986707886411425e-01,5.381986707886411425e-01,11,0
256,4.964999999999999969e-01,9.285316931375133471e-45,4.963705666767584401e-01,4.963705666767584401e-01,11,0
256,4.966666666666667007e-01,8.332682133903481321e-45,4.581311219991694994e-01,4.581311219991694994e-01,11,0
256,4.968333333333333490e-01,7.484336380815749520e-45,4.232061468928558501e-01,4.232061468928558501e-01,11,0
256,4.969999999999999973e-01,6.729293694539944797e-45,3.913450414549524137e-01,3.913450414549524137e-01,11,0
256,4.971666666666667012e-01,6.057746720204483819e-45,3.623190268415867332e-01,3.623190268415867332e-01,11,0
256,4.973333333333333495e-01,5.460941859417371640e-45,3.359195292366422558e-01,3.359195292366422558e-01,11,0
256,4.974999999999999978e-01,4.931067687204257528e-45,3.119567054618416768e-01,3.119567054618416768e-01,11,0
256,4.976666666666667016e-01,4.461155245896778441e-45,2.902580999766311010e-01,2.902580999766311010e-01,11,0
256,4.978333333333333499e-01,4.044988958612225871e-45,2.706674239221547595e-01,2.706674239221547595e-01,11,0
256,4.979999999999999982e-01,3.677027038109125602e-45,2.530434477065601762e-01,2.530434477065601762e-01,11,0
256,4.981666666666667020e-01,3.352330385888663440e-45,2.372589994129859770e-01,2.372589994129859770e-01,11,0
256,4.983333333333333504e-01,3.066499082911702200e-45,2.232000620429770432e-01,2.232000620429770432e-01,11,0
256,4.984999999999999987e-01,2.815615668561158866e-45,2.107649632914956606e-01,2.107649632914956606e-01,11,0
256,4.986666666666667025e-01,2.596194489668678772e-45,1.998636521897800278e-01,1.998636521897800278e-01,11,0
256,4.988333333333333508e-01,2.405136477619719009e-45,1.904170575535629462e-01,1.904170575535629462e-01,11,0
256,4.989999999999999991e-01,2.239688779689297645e-45,1.823565237403003692e-01,1.823565237403003692e-01,11,0
256,4.991666666666666474e-01,2.097408731707047403e-45,1.756233197546817337e-01,1.756233197546817337e-01,11,0
256,4.993333333333333512e-01,1.976131713648214618e-45,1.701682182493744477e-01,1.701682182493744477e-01,11,0
256,4.994999999999999996e-01,1.873942478492739961e-45,1.659511414522521766e-01,1.659511414522521766e-01,11,0
256,4.996666666666667034e-01,1.789149588285625376e-45,1.629408715146863362e-01,1.629408715146863362e-01,11,0
256,4.998333333333333517e-01,1.720262630320553421e-45,1.611148232217051446e-01,1.611148232217051446e-01,11,0
256,5.000000000000000000e-01,1.665971921234833229e-45,1.604588774363339132e-01,1.604588774363339132e-01,11,1
256,5.001666666666666483e-01,1.625130437990619892e-45,1.609672740706620253e-01,1.609672740706620253e-01,11,0
256,5.003333333333332966e-01,1.596737742608533607e-45,1.626425637877898234e-01,1.626425637877898234e-01,11,0
256,5.005000000000000560e-01,1.579925692468794154e-45,1.654956180445505964e-01,1.654956180445505964e-01,11,0
256,5.006666666666667043e-01,1.573945750309688577e-45,1.695456974876196898e-01,1.695456974876196898e-01,11,0
256,5.008333333333333526e-01,1.578157728015875823e-45,1.748205791180685864e-01,1.748205791180685864e-01,11,0
256,5.010000000000000009e-01,1.592019816148638242e-45,1.813567430441636597e-01,1.813567430441636597e-01,11,0
256,5.011666666666666492e-01,1.615079767145815390e-45,1.891996200522365335e-01,1.891996200522365335e-01,11,0
256,5.013333333333332975e-01,1.646967114420640684e-45,1.984039016433041258e-01,1.984039016433041258e-01,11,0
256,5.015000000000000568e-01,1.687386322379786381e-45,2.090339146117677904e-01,2.090339146117677904e-01,11,0
256,5.016666666666667052e-01,1.736110773838755536e-45,2.211640626847376223e-01,2.211640626847376223e-01,11,0
256,5.018333333333333535e-01,1.792977511563460290e-45,2.348793381995702423e-01,2.348793381995702423e-01,11,0
256,5.020000000000000018e-01,1.857882659851748745e-45,2.502759072755481040e-01,2.502759072755481040e-01,11,0
256,5.021666666666666501e-01,1.930777460294254141e-45,2.674617724373843930e-01,2.674617724373843930e-01,11,0
256,5.023333333333332984e-01,2.011664863225215522e-45,2.865575171758851791e-01,2.865575171758851791e-01,11,0
256,5.025000000000000577e-01,2.100596622983283108e-45,3.076971374887669808e-01,3.076971374887669808e-01,11,0
256,5.026666666666667060e-01,2.197670851029320780e-45,3.310289660356812158e-01,3.310289660356812158e-01,11,0
256,5.028333333333333544e-01,2.303029986289528428e-45,3.567166951704415223e-01,3.567166951704415223e-01,11,0
256,5.030000000000000027e-01,2.416859146869131554e-45,3.849405057832980259e-01,3.849405057832980259e-01,11,0
256,5.031666666666666510e-01,2.539384831578604734e-45,4.158983096030834936e-01,4.158983096030834936e-01,11,0
256,5.033333333333332993e-01,2.670873943577132474e-45,4.498071133761841756e-01,4.498071133761841756e-01,11,0
256,5.035000000000000586e-01,2.811633111921272284e-45,4.869045141628502438e-01,4.869045141628502438e-01,11,0
256,5.036666666666667069e-01,2.962008289944127838e-45,5.274503358761029048e-01,5.274503358761029048e-01,11,0
256,5.038333333333333552e-01,3.122384612229187941e-45,5.717284181413081479e-01,5.717284181413081479e-01,11,0
256,5.040000000000000036e-01,3.293186494507302686e-45,6.200485695795864283e-01,6.200485695795864283e-01,11,0
256,5.041666666666666519e-01,3.474877963134682247e-45,6.727486987254964745e-01,6.727486987254964745e-01,11,0
256,5.043333333333333002e-01,3.667963202924115473e-45,7.301971369831250502e-01,7.301971369831250502e-01,11,0
256,5.045000000000000595e-01,3.872987314030271940e-45,7.927951693147679002e-01,7.927951693147679002e-01,11,0
256,5.046666666666667078e-01,4.090537270351592737e-45,8.609797897501102470e-01,8.609797897501102470e-01,11,0
256,5.048333333333333561e-01,4.321243073528825524e-45,9.352267003120753319e-01,9.352267003120753319e-01,11,0
256,5.050000000000000044e-01,4.565779098108067204e-45,1.016053573584778436e+00,1.016053573584778436e+00,11,0
256,5.051666666666666528e-01,4.824865624812160289e-45,1.104023600915136072e+00,1.104023600915136072e+00,11,0
256,5.053333333333333011e-01,5.099270560144965684e-45,1.199749350149237337e+00,1.199749350149237337e+00,11,0
256,5.055000000000000604e-01,5.389811341744378588e-45,1.303896958873434153e+00,1.303896958873434153e+00,11,0
256,5.056666666666667087e-01,5.697357030023718782e-45,1.417190691369916378e+00,1.417190691369916378e+00,11,0
256,5.058333333333333570e-01,6.022830587700819563e-45,1.540417889924760253e+00,1.540417889924760253e+00,11,0
256,5.060000000000000053e-01,6.367211349815938627e-45,1.674434353753194937e+00,1.674434353753194937e+00,11,0
256,5.061666666666666536e-01,6.731537687810057971e-45,1.820170181657926545e+00,1.820170181657926545e+00,11,0
256,5.063333333333333020e-01,7.116909872156802052e-45,1.978636117621982660e+00,1.978636117621982660e+00,11,0
256,5.064999999999999503e-01,7.524493138943884167e-45,2.150930441883325273e+00,2.150930441883325273e+00,11,0
256,5.066666666666667096e-01,7.955520966676805763e-45,2.338246453664353020e+00,2.338246453664353020e+00,11,0
256,5.068333333333333579e-01,8.411298570439713521e-45,2.541880595658031261e+00,2.541880595658031261e+00,11,0
256,5.070000000000000062e-01,8.893206621406287377e-45,2.763241274634433697e+00,2.763241274634433697e+00,11,0
256,5.071666666666666545e-01,9.402705200537241615e-45,3.003858437143624993e+00,3.003858437143624993e+00,11,0
256,5.073333333333333028e-01,9.941337996156186674e-45,3.265393964299276863e+00,3.265393964299276863e+00,11,0
256,5.075000000000000622e-01,1.051073675595478365e-44,3.549652955049085179e+00,3.549652955049085179e+00,11,0
256,5.076666666666667105e-01,1.111262600483782555e-44,3.858595973217008535e+00,3.858595973217008535e+00,11,0
256,5.078333333333333588e-01,1.174882804091507326e-44,4.194352339979126043e+00,4.194352339979126043e+00,11,0
256,5.080000000000000071e-01,1.242126822283387817e-44,4.559234560336201447e+00,4.559234560336201447e+00,11,0
256,5.081666666666666554e-01,1.313198056258169511e-44,4.955753979640157070e+00,4.955753979640157070e+00,11,0
256,5.083333333333333037e-01,1.388311363883733689e-44,5.386637774343774332e+00,5.386637774343774332e+00,11,0
256,5.085000000000000631e-01,1.467693684692957340e-44,5.854847389941427060e+00,5.854847389941427060e+00,11,0
256,5.086666666666667114e-01,1.551584700248533447e-44,6.363598548600911897e+00,6.363598548600911897e+00,11,0
256,5.088333333333333597e-01,1.640237531689901313e-44,6.916382959327680879e+00,6.916382959327680879e+00,11,0
256,5.090000000000000080e-01,1.733919476385883933e-44,7.516991874692466880e+00,7.516991874692466880e+00,11,0
256,5.091666666666666563e-01,1.832912785730442643e-44,8.169541650303902003e+00,8.169541650303902003e+00,11,0
256,5.093333333333333046e-01,1.937515486239033327e-44,8.878501476358151123e+00,8.878501476358151123e+00,11,0
256,5.095000000000000639e-01,2.048042246227104556e-44,9.648723464859413568e+00,9.648723464859413568e+00,11,0
256,5.096666666666667123e-01,2.164825290483070361e-44,1.048547529155380786e+01,1.048547529155380786e+01,11,0
256,5.098333333333333606e-01,2.288215365485411877e-44,1.139447560837742834e+01,1.139447560837742834e+01,11,0
256,5.100000000000000089e-01,2.418582757854957714e-44,1.238193246034905037e+01,1.238193246034905037e+01,11,0
256,5.101666666666666572e-01,2.556318368886016866e-44,1.345458496052241593e+01,1.345458496052241593e+01,11,0
256,5.103333333333333055e-01,2.701834848155172215e-44,1.461974849791351794e+01,1.461974849791351794e+01,11,0
256,5.105000000000000648e-01,2.855567789374531798e-44,1.588536377641558062e+01,1.588536377641558062e+01,11,0
256,5.106666666666667131e-01,3.017976991827263570e-44,1.726005000773009357e+01,1.726005000773009357e+01,11,0
256,5.108333333333333615e-01,3.189547790910036441e-44,1.875316260847361960e+01,1.875316260847361960e+01,11,0
256,5.110000000000000098e-01,3.370792461492877775e-44,2.037485578096740468e+01,2.037485578096740468e+01,11,0
256,5.111666666666666581e-01,3.562251698016499914e-44,2.213615038907574473e+01,2.213615038907574473e+01,11,0
256,5.113333333333333064e-01,3.764496175451832229e-44,2.404900757492760377e+01,2.404900757492760377e+01,11,0
256,5.115000000000000657e-01,3.978128195477372046e-44,2.612640859972546181e+01,2.612640859972546181e+01,11,0
256,5.116666666666667140e-01,4.203783422456919175e-44,2.838244143231285577e+01,2.838244143231285577e+01,11,0
256,5.118333333333333623e-01,4.442132714056650976e-44,3.083239465305361904e+01,3.083239465305361904e+01,11,0
256,5.120000000000000107e-01,4.693884051591759860e-44,3.349285928803401902e+01,3.349285928803401902e+01,11,0
256,5.121666666666666590e-01,4.959784575473196542e-44,3.638183924010946413e+01,3.638183924010946413e+01,11,0
256,5.123333333333333073e-01,5.240622731410690327e-44,3.951887103903901277e+01,3.951887103903901277e+01,11,0
256,5.124999999999999556e-01,5.537230533331219295e-44,4.292515369334586950e+01,4.292515369334586950e+01,11,0
256,5.126666666666667149e-01,5.850485949293195919e-44,4.662368949196085310e+01,4.662368949196085310e+01,11,0
256,5.128333333333333632e-01,6.181315417008928203e-44,5.063943667453645503e+01,5.063943667453645503e+01,11,0
256,5.130000000000000115e-01,6.530696495950713278e-44,5.499947496611915199e+01,5.499947496611915199e+01,11,0
256,5.131666666666666599e-01,6.899660663372408516e-44,5.973318505490393449e+01,5.973318505490393449e+01,11,0
256,5.133333333333333082e-01,7.289296261989758177e-44,6.487244318190376191e+01,6.487244318190376191e+01,11,0
256,5.135000000000000675e-01,7.700751607458970471e-44,7.045183210883183733e+01,7.045183210883183733e+01,11,0
256,5.136666666666667158e-01,8.135238264236301820e-44,7.650886983607458092e+01,7.650886983607458092e+01,11,0
256,5.138333333333333641e-01,8.594034498858996854e-44,8.308425755707992266e+01,8.308425755707992266e+01,11,0
256,5.140000000000000124e-01,9.078488920161640565e-44,9.022214845919636161e+01,9.022214845919636161e+01,11,0
256,5.141666666666666607e-01,9.590024316459226078e-44,9.797043911525142335e+01,9.797043911525142335e+01,11,0
256,5.143333333333333091e-01,1.013014170025213182e-43,1.063810853553116260e+02,1.063810853553116260e+02,11,0
256,5.144999999999999574e-01,1.070042457157650746e-43,1.155104446653634227e+02,1.155104446653634227e+02,11,0
256,5.146666666666667167e-01,1.130254341171103369e-43,1.254196473299517152e+02,1.254196473299517152e+02,11,0
256,5.148333333333333650e-01,1.193826041957290610e-43,1.361749987201633871e+02,1.361749987201633871e+02,11,0
256,5.150000000000000133e-01,1.260943450379453651e-43,1.478484153281339673e+02,1.478484153281339673e+02,11,0
256,5.151666666666666616e-01,1.331802654415544339e-43,1.605178973652088246e+02,1.605178973652088246e+02,11,0
256,5.153333333333333099e-01,1.406610493677459416e-43,1.742680409751635295e+02,1.742680409751635295e+02,11,0
256,5.155000000000000693e-01,1.485585143823099364e-43,1.891905933671719140e+02,1.891905933671719140e+02,11,0
256,5.156666666666667176e-01,1.568956732457708583e-43,2.053850544475254480e+02,2.053850544475254480e+02,11,0
256,5.158333333333333659e-01,1.656967988207334647e-43,2.229593288263249349e+02,2.229593288263249349e+02,11,0
256,5.160000000000000142e-01,1.749874924733562093e-43,2.420304323965428921e+02,2.420304323965428921e+02,11,0
256,5.161666666666666625e-01,1.847947561554897553e-43,2.627252580312886607e+02,2.627252580312886607e+02,11,0
256,5.163333333333333108e-01,1.951470683637275607e-43,2.851814053216895104e+02,2.851814053216895104e+02,11,0
256,5.164999999999999591e-01,2.060744641820309320e-43,3.095480796857589780e+02,3.095480796857589780e+02,11,0
256,5.166666666666667185e-01,2.176086196255718218e-43,3.359870666201291556e+02,3.359870666201291556e+02,11,0
256,5.168333333333333668e-01,2.297829405147327291e-43,3.646737873443100284e+02,3.646737873443100284e+02,11,0
256,5.170000000000000151e-01,2.426326561206467158e-43,3.958599387236445182e+02,3.958599387236445182e+02,12,0
256,5.171666666666666634e-01,2.561949178359359669e-43,4.297539844267477065e+02,4.297539844267477065e+02,12,0
256,5.173333333333333117e-01,2.705089031381128971e-43,4.665370798399624164e+02,4.665370798399624164e+02,12,0
256,5.175000000000000711e-01,2.856159251268838270e-43,5.064543702472583959e+02,5.064543702472583959e+02,12,0
256,5.176666666666667194e-01,3.015595479316609680e-43,5.497717078724817839e+02,5.497717078724817839e+02,12,0
256,5.178333333333333677e-01,3.183857083010212867e-43,5.967773929583673862e+02,5.967773929583673862e+02,12,0
256,5.180000000000000160e-01,3.361428437023126053e-43,6.477840605645540109e+02,6.477840605645540109e+02,12,0
256,5.181666666666666643e-01,3.548820272768918563e-43,7.031307252244500887e+02,7.031307252244500887e+02,12,0
256,5.183333333333333126e-01,3.746571100146709352e-43,7.631849966067001105e+02,7.631849966067001105e+02,12,0
256,5.184999999999999609e-01,3.955248705307208377e-43,8.283454804169166437e+02,8.283454804169166437e+02,12,0
256,5.186666666666667203e-01,4.175451728467829769e-43,8.990443799548303332e+02,8.990443799548303332e+02,12,0
256,5.188333333333333686e-01,4.407811326017324642e-43,9.757503150185315235e+02,9.757503150185315235e+02,12,0
256,5.190000000000000169e-01,4.652992921373674716e-43,1.058971376230479791e+03,1.058971376230479791e+03,12,0
256,5.191666666666666652e-01,4.911698049291224503e-43,1.149258434354296014e+03,1.149258434354296014e+03,12,0
256,5.193333333333333135e-01,5.184666298561113615e-43,1.247208725792163932e+03,1.247208725792163932e+03,12,0
256,5.195000000000000728e-01,5.472677358308188379e-43,1.353469737204294233e+03,1.353469737204294233e+03,12,0
256,5.196666666666667211e-01,5.776553173357851114e-43,1.468743414088454529e+03,1.468743414088454529e+03,12,0
256,5.198333333333333695e-01,6.097160214438907836e-43,1.593790720212035239e+03,1.593790720212035239e+03,12,0
256,5.200000000000000178e-01,6.435411869281011426e-43,1.729436577008134236e+03,1.729436577008134236e+03,12,0
256,5.201666666666666661e-01,6.792270960991772021e-43,1.876575214454346906e+03,1.876575214454346906e+03,12,0
256,5.203333333333333144e-01,7.168752400427238152e-43,2.036175967553239843e+03,2.036175967553239843e+03,12,0
256,5.204999999999999627e-01,7.565925979620732077e-43,2.209289555350087085e+03,2.209289555350087085e+03,12,0
256,5.206666666666667220e-01,7.984919313707236784e-43,2.397054882470544271e+03,2.397054882470544271e+03,12,0
256,5.208333333333333703e-01,8.426920939164128710e-43,2.600706406457512912e+03,2.600706406457512912e+03,12,0
256,5.210000000000000187e-01,8.893183576605362599e-43,2.821582117757054675e+03,2.821582117757054675e+03,12,0
256,5.211666666666666670e-01,9.385027566783996113e-43,3.061132183059703493e+03,3.061132183059703493e+03,12,0
256,5.213333333333333153e-01,9.903844488922990803e-43,3.320928306885272377e+03,3.320928306885272377e+03,12,0
256,5.215000000000000746e-01,1.045110097095970841e-42,3.602673870816820454e+03,3.602673870816820454e+03,12,0
256,5.216666666666667229e-01,1.102834270179198267e-42,3.908214914679477261e+03,3.908214914679477261e+03,12,0
256,5.218333333333333712e-01,1.163719865614536820e-42,4.239552029254711670e+03,4.239552029254711670e+03,12,0
256,5.220000000000000195e-01,1.227938554322042031e-42,4.598853235838641012e+03,4.598853235838641012e+03,12,0
256,5.221666666666666679e-01,1.295671249087394447e-42,4.988467934152555245e+03,4.988467934152555245e+03,12,0
256,5.223333333333333162e-01,1.367108597769348947e-42,5.410942006809968007e+03,5.410942006809968007e+03,12,0
256,5.224999999999999645e-01,1.442451502596102459e-42,5.869034175794189650e+03,5.869034175794189650e+03,12,0
256,5.226666666666667238e-01,1.521911666919347458e-42,6.365733714241210691e+03,6.365733714241210691e+03,12,0
256,5.228333333333333721e-01,1.605712170863746243e-42,6.904279625302594468e+03,6.904279625302594468e+03,12,0
256,5.230000000000000204e-01,1.694088077386453372e-42,7.488181409045234432e+03,7.488181409045234432e+03,12,0
256,5.231666666666666687e-01,1.787287070338222337e-42,8.121241548257879003e+03,8.121241548257879003e+03,12,0
256,5.233333333333333171e-01,1.885570126200412825e-42,8.807579854781253744e+03,8.807579854781253744e+03,12,0
256,5.234999999999999654e-01,1.989212221260974018e-42,9.551659829583519240e+03,9.551659829583519240e+03,12,0
256,5.236666666666667247e-01,2.098503076080519703e-42,1.035831720236445653e+04,1.035831720236445653e+04,12,0
256,5.238333333333333730e-01,2.213747939198587843e-42,1.123279083005216671e+04,1.123279083005216671e+04,12,0
256,5.240000000000000213e-01,2.335268412130002323e-42,1.218075614825820048e+04,1.218075614825820048e+04,12,0
256,5.241666666666666696e-01,2.463403317806333327e-42,1.320836138562831729e+04,1.320836138562831729e+04,12,0
256,5.243333333333333179e-01,2.598509614731153042e-42,1.432226676822741501e+04,1.432226676822741501e+04,12,0
256,5.244999999999999662e-01,2.740963359232767668e-42,1.552968695967168605e+04,1.552968695967168605e+04,12,0
256,5.246666666666667256e-01,2.891160718324269085e-42,1.683843700282068312e+04,1.683843700282068312e+04,12,0
256,5.248333333333333739e-01,3.049519035805966852e-42,1.825698205056959705e+04,1.825698205056959705e+04,12,0
256,5.250000000000000222e-01,3.216477954387453917e-42,1.979449119680181320e+04,1.979449119680181320e+04,12,0
256,5.251666666666666705e-01,3.392500596743510527e-42,2.146089574394352530e+04,2.146089574394352530e+04,12,0
256,5.253333333333333188e-01,3.578074808573727107e-42,2.326695227107223764e+04,2.326695227107223764e+04,12,0
256,5.255000000000000782e-01,3.773714466890316412e-42,2.522431089622899890e+04,2.522431089622899890e+04,12,0
256,5.256666666666667265e-01,3.979960856927514127e-42,2.734558915870451892e+04,2.734558915870451892e+04,12,0
256,5.258333333333333748e-01,4.197384121239583558e-42,2.964445198183764296e+04,2.964445198183764296e+04,12,0
256,5.260000000000000231e-01,4.426584784737446798e-42,3.213569821437219434e+04,3.213569821437219434e+04,12,0
256,5.261666666666666714e-01,4.668195359609165017e-42,3.483535428907216556e+04,3.483535428907216556e+04,12,0
256,5.263333333333333197e-01,4.922882034270439336e-42,3.776077558116607543e+04,3.776077558116607543e+04,12,0
256,5.264999999999999680e-01,5.191346450706253877e-42,4.093075609666453238e+04,4.093075609666453238e+04,12,0
256,5.266666666666666163e-01,5.474327574787027859e-42,4.436564717189794465e+04,4.436564717189794465e+04,12,0
256,5.268333333333333757e-01,5.772603664382159835e-42,4.808748592109596211e+04,4.808748592109596211e+04,12,0
256,5.270000000000000240e-01,6.086994340334017922e-42,5.212013422877121775e+04,5.212013422877121775e+04,12,0
256,5.271666666666666723e-01,6.418362765627707097e-42,5.648942914853993716e+04,5.648942914853993716e+04,12,0
256,5.273333333333333206e-01,6.767617938350305920e-42,6.122334563999297825e+04,6.122334563999297825e+04,12,0
256,5.274999999999999689e-01,7.135717104335247079e-42,6.635217265104819671e+04,6.635217265104819671e+04,12,0
256,5.276666666666667282e-01,7.523668295678083382e-42,7.190870363503608678e+04,7.190870363503608678e+04,12,0
256,5.278333333333333766e-01,7.932533001635390267e-42,7.792844268023729092e+04,7.792844268023729092e+04,12,0
256,5.280000000000000249e-01,8.363428978747829534e-42,8.444982752531286678e+04,8.444982752531286678e+04,12,0
256,5.281666666666666732e-01,8.817533207378205019e-42,9.151447083729204314e+04,9.151447083729204314e+04,12,0
256,5.283333333333333215e-01,9.296085002226546636e-42,9.916742124063793744e+04,9.916742124063793744e+04,12,0
256,5.284999999999999698e-01,9.800389284770056381e-42,1.074574457065645693e+05,1.074574457065645693e+05,12,0
256,5.286666666666667291e-01,1.033182002598066924e-41,1.164373350422980293e+05,1.164373350422980293e+05,12,0
256,5.288333333333333774e-01,1.089182386809902695e-41,1.261642343609389063e+05,1.261642343609389063e+05,12,0
256,5.290000000000000258e-01,1.148192393470368262e-41,1.367000005651034589e+05,1.367000005651034589e+05,12,0
256,5.291666666666666741e-01,1.210372383876267680e-41,1.481115890419870266e+05,1.481115890419870266e+05,12,0
256,5.293333333333333224e-01,1.275891189887640433e-41,1.604714719456496241e+05,1.604714719456496241e+05,12,0
256,5.294999999999999707e-01,1.344926557442135637e-41,1.738580906344956602e+05,1.738580906344956602e+05,12,0
256,5.296666666666667300e-01,1.417665613086231233e-41,1.883563450397547858e+05,1.883563450397547858e+05,12,0
256,5.298333333333333783e-01,1.494305354706513270e-41,2.040581229651968169e+05,2.040581229651968169e+05,12,0
256,5.300000000000000266e-01,1.575053167706250222e-41,2.210628725611174887e+05,2.210628725611174887e+05,12,0
256,5.301666666666666750e-01,1.660127367933165398e-41,2.394782214773797023e+05,2.394782214773797023e+05,12,0
256,5.303333333333333233e-01,1.749757772733937556e-41,2.594206464838335232e+05,2.594206464838335232e+05,12,0
256,5.304999999999999716e-01,1.844186301578670054e-41,2.810161976521792822e+05,2.810161976521792822e+05,12,0
256,5.306666666666667309e-01,1.943667607772890800e-41,3.044012815239678021e+05,3.044012815239678021e+05,12,0
256,5.308333333333333792e-01,2.048469742851663524e-41,3.297235080464330385e+05,3.297235080464330385e+05,12,0
256,5.310000000000000275e-01,2.158874855332164124e-41,3.571426064439459005e+05,3.571426064439459005e+05,12,0
256,5.311666666666666758e-01,2.275179925584433321e-41,3.868314156091067707e+05,3.868314156091067707e+05,12,0
256,5.313333333333333242e-01,2.397697538671517690e-41,4.189769550482650520e+05,4.189769550482650520e+05,12,0
256,5.314999999999999725e-01,2.526756697102741444e-41,4.537815829022196704e+05,4.537815829022196704e+05,12,0
256,5.316666666666667318e-01,2.662703675542916991e-41,4.914642480883693206e+05,4.914642480883693206e+05,12,0
256,5.318333333333333801e-01,2.805902919623873089e-41,5.322618441778267734e+05,5.322618441778267734e+05,12,0
256,5.320000000000000284e-01,2.956737991114431778e-41,5.764306732344663469e+05,5.764306732344663469e+05,12,0
256,5.321666666666666767e-01,3.115612561816783196e-41,6.242480285040579038e+05,6.242480285040579038e+05,12,0
256,5.323333333333333250e-01,3.282951458679992005e-41,6.760139055575494422e+05,6.760139055575494422e+05,12,0
256,5.324999999999999734e-01,3.459201762745928989e-41,7.320528522643696051e+05,7.320528522643696051e+05,12,0
256,5.326666666666666217e-01,3.644833964675273503e-41,7.927159688058922766e+05,7.927159688058922766e+05,12,0
256,5.328333333333333810e-01,3.840343179741320469e-41,8.583830698400576366e+05,8.583830698400576366e+05,12,0
256,5.330000000000000293e-01,4.046250425323038355e-41,9.294650219007544219e+05,9.294650219007544219e+05,12,0
256,5.331666666666666776e-01,4.263103964085260075e-41,1.006406270167097566e+06,1.006406270167097566e+06,12,0
256,5.333333333333333259e-01,4.491480716192328721e-41,1.089687569870873354e+06,1.089687569870873354e+06,12,0
256,5.334999999999999742e-01,4.731987744070564210e-41,1.179828938837116351e+06,1.179828938837116351e+06,12,0
256,5.336666666666667336e-01,4.985263813415197799e-41,1.277392848975196481e+06,1.277392848975196481e+06,12,0
256,5.338333333333333819e-01,5.251981034318912080e-41,1.382987675966111477e+06,1.382987675966111477e+06,12,0
256,5.340000000000000302e-01,5.532846586600903810e-41,1.497271427935990505e+06,1.497271427935990505e+06,12,0
256,5.341666666666666785e-01,5.828604533614470396e-41,1.620955775569102494e+06,1.620955775569102494e+06,12,0
256,5.343333333333333268e-01,6.140037729031822984e-41,1.754810407914679265e+06,1.754810407914679265e+06,12,0
256,5.344999999999999751e-01,6.467969821327566756e-41,1.899667740082374774e+06,1.899667740082374774e+06,12,0
256,5.346666666666666234e-01,6.813267360924281558e-41,2.056428001118531451e+06,2.056428001118531451e+06,12,0
256,5.348333333333333828e-01,7.176842015208366421e-41,2.226064732618847396e+06,2.226064732618847396e+06,12,0
256,5.350000000000000311e-01,7.559652896888261194e-41,2.409630731076673139e+06,2.409630731076673139e+06,12,0
256,5.351666666666666794e-01,7.962709011447554880e-41,2.608264469606631901e+06,2.608264469606631901e+06,12,0
256,5.353333333333333277e-01,8.387071829722194786e-41,2.823197037528011482e+06,2.823197037528011482e+06,12,0
