alpha,dimension,gamma,scaled_difference
2,5,0.717,-1.6640319494134281
2,5,0.718,-1.66306336271412
2,5,0.719,-1.662095902933599
2,5,0.72,-1.661129568106312
2,5,0.721,-1.660164356271271
2,5,0.722,-1.6592002654720428
2,5,0.723,-1.6582372937567365
2,5,0.724,-1.6572754391779916
2,5,0.725,-1.6563146997929612
2,5,0.726,-1.655355073663301
2,5,0.727,-1.6543965588551575
2,5,0.728,-1.6534391534391535
2,5,0.729,-1.6524828554903748
2,5,0.73,-1.6515276630883569
2,5,0.731,-1.6505735743170757
2,5,0.732,-1.6496205872649288
2,5,0.733,-1.6486687000247302
2,5,0.734,-1.6477179106936894
2,5,0.735,-1.6467682173734044
2,5,0.736,-1.6458196181698486
2,5,0.737,-1.6448721111933544
2,5,0.738,-1.643925694558606
2,5,0.739,-1.642980366384622
2,5,0.74,-1.6420361247947453
2,5,0.741,-1.6410929679166326
2,5,0.742,-1.6401508938822362
2,5,0.743,-1.639209900827801
2,5,0.744,-1.63826998689384
2,5,0.745,-1.6373311502251324
2,5,0.746,-1.6363933889707083
2,5,0.747,-1.635456701283834
2,5,0.748,-1.6345210853220016
2,5,0.749,-1.6335865392469162
2,5,0.75,-1.6326530612244894
2,5,0.751,-1.6317206494248193
2,5,0.752,-1.6307893020221786
2,5,0.753,-1.6298590171950127
2,5,0.754,-1.6289297931259168
2,5,0.755,-1.6280016280016278
2,5,0.756,-1.6270745200130166
2,5,0.757,-1.6261484673550697
2,5,0.758,-1.6252234682268814
2,5,0.759,-1.6242995208316413
2,5,0.76,-1.623376623376624
2,5,0.761,-1.6224547740731732
2,5,0.762,-1.621533971136695
2,5,0.763,-1.6206142127866463
2,5,0.764,-1.6196954972465178
2,5,0.765,-1.6187778227438288
2,5,0.766,-1.6178611875101119
2,5,0.767,-1.6169455897809037
2,5,0.768,-1.6160310277957335
2,5,0.769,-1.61511749979811
2,5,0.77,-1.6142050040355127
2,5,0.771,-1.6132935387593768
2,5,0.772,-1.612383102225089
2,5,0.773,-1.611473692691967
2,5,0.774,-1.6105653084232556
2,5,0.775,-1.6096579476861166
2,5,0.776,-1.608751608751609
2,5,0.777,-1.607846289894685
2,5,0.778,-1.6069419893941828
2,5,0.779,-1.6060387055328036
2,5,0.78,-1.6051364365971117
2,5,0.781,-1.6042351808775168
2,5,0.782,-1.6033349366682703
2,5,0.783,-1.6024357022674467
2,5,0.784,-1.6015374759769374
2,5,0.785,-1.6006402561024413
2,5,0.786,-1.5997440409534476
2,5,0.787,-1.598848828843233
2,5,0.788,-1.5979546180888464
2,5,0.789,-1.5970614070110996
2,5,0.79,-1.5961691939345568
2,5,0.791,-1.5952779771875247
2,5,0.792,-1.5943877551020413
2,5,0.793,-1.5934985260138639
2,5,0.794,-1.592610288262462
2,5,0.795,-1.591723040191007
2,5,0.796,-1.5908367801463574
2,5,0.797,-1.5899515064790521
2,5,0.798,-1.5890672175433018
2,5,0.799,-1.5881839116969747
2,5,0.8,-1.5873015873015872
2,5,0.801,-1.5864202427222969
2,5,0.802,-1.5855398763278894
2,5,0.803,-1.5846604864907694
2,5,0.804,-1.5837820715869495
2,5,0.805,-1.5829046299960425
2,5,0.806,-1.5820281601012498
2,5,0.807,-1.581152660289351
2,5,0.808,-1.580278128950695
2,5,0.809,-1.5794045644791903
2,5,0.81,-1.5785319652722973
2,5,0.811,-1.5776603297310088
2,5,0.812,-1.5767896562598542
2,5,0.8130000000000001,-1.5759199432668818
2,5,0.8140000000000001,-1.5750511891636472
2,5,0.8150000000000001,-1.574183392365211
2,5,0.8160000000000001,-1.5733165512901186
2,5,0.8170000000000001,-1.5724506643604057
2,5,0.8180000000000001,-1.5715857300015723
2,5,0.8190000000000001,-1.5707217466425827
2,5,0.8200000000000001,-1.5698587127158548
2,5,0.8210000000000001,-1.568996626657252
2,5,0.8220000000000001,-1.5681354869060686
2,5,0.8230000000000001,-1.5672752919050226
2,5,0.8240000000000001,-1.5664160401002503
2,5,0.8250000000000001,-1.565557729941292
2,5,0.8260000000000001,-1.5647003598810834
2,5,0.8270000000000001,-1.563843928375948
2,5,0.8280000000000001,-1.5629884338855893
2,5,0.8290000000000001,-1.5621338748730762
2,5,0.8300000000000001,-1.5612802498048395
2,5,0.8310000000000001,-1.5604275571506598
2,5,0.8320000000000001,-1.5595757953836547
2,5,0.833,-1.558724962980282
2,5,0.834,-1.557875058420315
2,5,0.835,-1.5570260801868434
2,5,0.836,-1.5561780267662617
2,5,0.837,-1.5553308966482615
2,5,0.838,-1.5544846883258194
2,5,0.839,-1.5536394002951914
2,5,0.84,-1.5527950310559013
2,5,0.841,-1.551951579110732
2,5,0.842,-1.551109042965721
2,5,0.843,-1.5502674211301444
2,5,0.844,-1.5494267121165168
2,5,0.845,-1.5485869144405733
2,5,0.846,-1.5477480266212662
2,5,0.847,-1.5469100471807566
2,5,0.848,-1.546072974644403
2,5,0.849,-1.5452368075407552
2,5,0.85,-1.544401544401544
2,5,0.851,-1.5435671837616733
2,5,0.852,-1.5427337241592105
2,5,0.853,-1.5419011641353797
2,5,0.854,-1.541069502234551
2,5,0.855,-1.5402387370042354
2,5,0.856,-1.5394088669950738
2,5,0.857,-1.5385798907608284
2,5,0.858,-1.5377518068583729
2,5,0.859,-1.536924613847691
2,5,0.86,-1.536098310291859
2,5,0.861,-1.5352728947570426
2,5,0.862,-1.5344483658124908
2,5,0.863,-1.53362472203052
2,5,0.864,-1.5328019619865114
2,5,0.865,-1.5319800842589049
2,5,0.866,-1.531159087429184
2,5,0.867,-1.530338970081873
2,5,0.868,-1.5295197308045272
2,5,0.869,-1.5287013681877255
2,5,0.87,-1.5278838808250566
2,5,0.871,-1.5270672673131247
2,5,0.872,-1.5262515262515257
2,5,0.873,-1.52543665624285
2,5,0.874,-1.5246226558926663
2,5,0.875,-1.523809523809524
2,5,0.876,-1.5229972586049345
2,5,0.877,-1.52218585889337
2,5,0.878,-1.5213753232922567
2,5,0.879,-1.5205656504219571
2,5,0.88,-1.5197568389057752
2,5,0.881,-1.5189488873699402
2,5,0.882,-1.518141794443601
2,5,0.883,-1.51733555875882
2,5,0.884,-1.516530178950561
2,5,0.885,-1.5157256536566888
2,5,0.886,-1.5149219815179527
2,5,0.887,-1.5141191611779847
2,5,0.888,-1.5133171912832932
2,5,0.889,-1.5125160704832497
2,5,0.89,-1.5117157974300832
2,5,0.891,-1.5109163707788775
2,5,0.892,-1.5101177891875568
2,5,0.893,-1.509320051316882
2,5,0.894,-1.5085231558304417
2,5,0.895,-1.5077271013946474
2,5,0.896,-1.5069318866787218
2,5,0.897,-1.5061375103546952
2,5,0.898,-1.505343971097396
2,5,0.899,-1.5045512675844424
2,5,0.9,-1.50375939849624
2,5,0.901,-1.5029683625159689
2,5,0.902,-1.5021781583295772
2,5,0.903,-1.501388784625779
2,5,0.904,-1.5006002400960383
2,5,0.905,-1.4998125234345712
2,5,0.906,-1.4990256333383294
2,5,0.907,-1.4982395685070045
2,5,0.908,-1.4974543276430068
2,5,0.909,-1.4966699094514695
2,5,0.91,-1.4958863126402395
2,5,0.911,-1.4951035359198621
2,5,0.912,-1.4943215780035861
2,5,0.913,-1.4935404376073484
2,5,0.914,-1.4927601134497688
2,5,0.915,-1.4919806042521444
2,5,0.916,-1.4912019087384432
2,5,0.917,-1.4904240256352934
2,5,0.918,-1.4896469536719792
2,5,0.919,-1.4888706915804368
2,5,0.92,-1.4880952380952384
2,5,0.921,-1.487320591953596
2,5,0.922,-1.4865467518953468
2,5,0.923,-1.4857737166629525
2,5,0.924,-1.4850014850014852
2,5,0.925,-1.4842300556586263
2,5,0.926,-1.4834594273846613
2,5,0.927,-1.482689598932464
2,5,0.928,-1.4819205690574988
2,5,0.929,-1.4811523365178114
2,5,0.93,-1.4803849000740192
2,5,0.931,-1.4796182584893092
2,5,0.932,-1.4788524105294294
2,5,0.933,-1.4780873549626783
2,5,0.934,-1.4773230905599044
2,5,0.935,-1.4765596160944994
2,5,0.936,-1.4757969303423852
2,5,0.937,-1.4750350320820127
2,5,0.9380000000000001,-1.4742739200943529
2,5,0.9390000000000001,-1.4735135931628967
2,5,0.9400000000000001,-1.472754050073638
2,5,0.9410000000000001,-1.471995289615073
2,5,0.9420000000000001,-1.4712373105781955
2,5,0.9430000000000001,-1.4704801117564892
2,5,0.9440000000000001,-1.4697236919459145
2,5,0.9450000000000001,-1.4689680499449138
2,5,0.9460000000000001,-1.4682131845543978
2,5,0.9470000000000001,-1.4674590945777384
2,5,0.9480000000000001,-1.466705778820769
2,5,0.9490000000000001,-1.4659532360917682
2,5,0.9500000000000001,-1.4652014652014655
2,5,0.9510000000000001,-1.464450464963023
2,5,0.9520000000000001,-1.4637002341920369
2,5,0.9530000000000001,-1.4629507717065322
2,5,0.9540000000000001,-1.4622020763269483
2,5,0.9550000000000001,-1.4614541468761422
2,5,0.9560000000000001,-1.460706982179375
2,5,0.9570000000000001,-1.4599605810643106
2,5,0.9580000000000001,-1.4592149423610095
2,5,0.9590000000000001,-1.4584700649019178
2,5,0.96,-1.4577259475218658
2,5,0.961,-1.45698258905806
2,5,0.962,-1.4562399883500798
2,5,0.963,-1.4554981442398651
2,5,0.964,-1.4547570555717193
2,5,0.965,-1.4540167211922932
2,5,0.966,-1.4532771399505888
2,5,0.967,-1.4525383106979444
2,5,0.968,-1.4518002322880375
2,5,0.969,-1.4510629035768707
2,5,0.97,-1.45032632342277
2,5,0.971,-1.449590490686381
2,5,0.972,-1.4488554042306578
2,5,0.973,-1.44812106292086
2,5,0.974,-1.4473874656245478
2,5,0.975,-1.446654611211573
2,5,0.976,-1.4459224985540775
2,5,0.977,-1.4451911265264834
2,5,0.978,-1.4444604940054888
2,5,0.979,-1.4437305998700651
2,5,0.98,-1.4430014430014433
2,5,0.981,-1.4422730222831177
2,5,0.982,-1.4415453366008362
2,5,0.983,-1.44081838484259
2,5,0.984,-1.4400921658986177
2,5,0.985,-1.439366678661389
2,5,0.986,-1.4386419220256075
2,5,0.987,-1.437917894888202
2,5,0.988,-1.4371945961483186
2,5,0.989,-1.4364720247073182
2,5,0.99,-1.4357501794687721
2,5,0.991,-1.4350290593384525
2,5,0.992,-1.4343086632243258
2,5,0.993,-1.4335889900365562
2,5,0.994,-1.4328700386874909
2,5,0.995,-1.4321518080916573
2,5,0.996,-1.4314342971657594
2,5,0.997,-1.4307175048286713
2,5,0.998,-1.4300014300014308
2,5,0.999,-1.4292860716072315
2,5,1.0,-1.4285714285714284
2,10,0.0,-3.3333333333333326
2,10,0.001,-3.3300033300033305
2,10,0.002,-3.3266799733865615
2,10,0.003,-3.323363243602526
2,10,0.004,-3.320053120849933
2,10,0.005,-3.3167495854063023
2,10,0.006,-3.313452617627568
2,10,0.007,-3.3101621979477014
2,10,0.008,-3.306878306878307
2,10,0.009000000000000001,-3.303600925008261
2,10,0.01,-3.3003300330033025
2,10,0.011,-3.297065611605672
2,10,0.012,-3.293807641633728
2,10,0.013000000000000001,-3.2905561039815745
2,10,0.014,-3.2873109796186717
2,10,0.015,-3.2840722495894936
2,10,0.016,-3.2808398950131235
2,10,0.017,-3.2776138970829227
2,10,0.018000000000000002,-3.274394237066145
2,10,0.019,-3.271180896303565
2,10,0.02,-3.26797385620915
2,10,0.021,-3.264773098269671
2,10,0.022,-3.261578604044355
2,10,0.023,-3.258390355164551
2,10,0.024,-3.2552083333333326
2,10,0.025,-3.252032520325203
2,10,0.026000000000000002,-3.248862897985705
2,10,0.027,-3.245699448231094
2,10,0.028,-3.242542153047989
2,10,0.029,-3.2393909944930344
2,10,0.03,-3.236245954692556
2,10,0.031,-3.233107015842227
2,10,0.032,-3.2299741602067167
2,10,0.033,-3.2268473701193945
2,10,0.034,-3.2237266279819465
2,10,0.035,-3.220611916264089
2,10,0.036000000000000004,-3.217503217503217
2,10,0.037,-3.2144005143040832
2,10,0.038,-3.211303789338471
2,10,0.039,-3.2082130253448837
2,10,0.04,-3.205128205128205
2,10,0.041,-3.2020493115593984
2,10,0.042,-3.198976327575178
2,10,0.043000000000000003,-3.195909236177692
2,10,0.044,-3.192848020434227
2,10,0.045,-3.189792663476876
2,10,0.046,-3.186743148502229
2,10,0.047,-3.183699458771092
2,10,0.048,-3.1806615776081415
2,10,0.049,-3.177629488401652
2,10,0.05,-3.1746031746031744
2,10,0.051000000000000004,-3.1715826197272423
2,10,0.052000000000000005,-3.168567807351077
2,10,0.053,-3.1655587211142766
2,10,0.054,-3.1625553447185317
2,10,0.055,-3.1595576619273302
2,10,0.056,-3.1565656565656552
2,10,0.057,-3.15357931251971
2,10,0.058,-3.1505986137366104
2,10,0.059000000000000004,-3.1476235442241096
2,10,0.06,-3.1446540880503138
2,10,0.061,-3.1416902293433857
2,10,0.062,-3.1387319522912738
2,10,0.063,-3.1357792411414254
2,10,0.064,-3.1328320802005027
2,10,0.065,-3.1298904538341143
2,10,0.066,-3.1269543464665417
2,10,0.067,-3.124023742580442
2,10,0.068,-3.121098626716605
2,10,0.069,-3.1181789834736495
2,10,0.07,-3.1152647975077885
2,10,0.07100000000000001,-3.1123560535325256
2,10,0.07200000000000001,-3.1094527363184077
2,10,0.073,-3.1065548306927626
2,10,0.074,-3.1036623215394177
2,10,0.075,-3.1007751937984485
2,10,0.076,-3.0978934324659235
2,10,0.077,-3.0950170225936247
2,10,0.078,-3.092145949288805
2,10,0.079,-3.089280197713935
2,10,0.08,-3.086419753086418
2,10,0.081,-3.0835646006783834
2,10,0.082,-3.080714725816389
2,10,0.083,-3.0778701138811937
2,10,0.084,-3.0750307503075036
2,10,0.085,-3.072196620583716
2,10,0.08600000000000001,-3.069367710251687
2,10,0.08700000000000001,-3.0665440049064707
2,10,0.088,-3.0637254901960786
2,10,0.089,-3.0609121518212423
2,10,0.09,-3.058103975535169
2,10,0.091,-3.0553009471432935
2,10,0.092,-3.0525030525030528
2,10,0.093,-3.049710277523636
2,10,0.094,-3.0469226081657497
2,10,0.095,-3.0441400304414024
2,10,0.096,-3.041362530413625
2,10,0.097,-3.038590094196292
2,10,0.098,-3.035822707953857
2,10,0.099,-3.033060357901123
2,10,0.1,-3.03030303030303
2,10,0.101,-3.027550711474416
2,10,0.10200000000000001,-3.024803387779793
2,10,0.10300000000000001,-3.022061045633122
2,10,0.10400000000000001,-3.0193236714975846
2,10,0.105,-3.01659125188537
2,10,0.106,-3.013863773357446
2,10,0.107,-3.011141222523337
2,10,0.108,-3.008423586040916
2,10,0.109,-3.00571085061617
2,10,0.11,-3.003003003003002
2,10,0.111,-3.0003000300030003
2,10,0.112,-2.997601918465229
2,10,0.113,-2.9949086552860127
2,10,0.114,-2.9922202274087373
2,10,0.115,-2.9895366218236163
2,10,0.116,-2.9868578255675016
2,10,0.117,-2.984183825723663
2,10,0.11800000000000001,-2.9815146094215828
2,10,0.11900000000000001,-2.9788501638367593
2,10,0.12,-2.9761904761904767
2,10,0.121,-2.973535533749627
2,10,0.122,-2.9708853238265
2,10,0.123,-2.96823983377857
2,10,0.124,-2.965599051008303
2,10,0.125,-2.962962962962963
2,10,0.126,-2.960331557134399
2,10,0.127,-2.9577048210588575
2,10,0.128,-2.955082742316786
2,10,0.129,-2.9524653085326236
2,10,0.13,-2.9498525073746307
2,10,0.131,-2.94724432655467
2,10,0.132,-2.944640753828034
2,10,0.133,-2.9420417769932317
2,10,0.134,-2.939447383891829
2,10,0.135,-2.936857562408224
2,10,0.136,-2.934272300469485
2,10,0.137,-2.9316915860451465
2,10,0.138,-2.9291154071470427
2,10,0.139,-2.926543751829087
2,10,0.14,-2.9239766081871355
2,10,0.14100000000000001,-2.92141396435875
2,10,0.14200000000000002,-2.9188558085230576
2,10,0.14300000000000002,-2.9163021289005564
2,10,0.14400000000000002,-2.913752913752914
2,10,0.145,-2.9112081513828247
2,10,0.146,-2.9086678301338
2,10,0.147,-2.906131938390002
2,10,0.148,-2.903600464576075
2,10,0.149,-2.901073397156948
2,10,0.15,-2.8985507246376807
2,10,0.151,-2.8960324355632783
2,10,0.152,-2.8935185185185164
2,10,0.153,-2.8910089621277812
2,10,0.154,-2.888503755054881
2,10,0.155,-2.8860028860028852
2,10,0.156,-2.8835063437139574
2,10,0.157,-2.881014116969174
2,10,0.158,-2.878526194588371
2,10,0.159,-2.876042565429968
2,10,0.16,-2.8735632183908044
2,10,0.161,-2.871088142405971
2,10,0.162,-2.8686173264486503
2,10,0.163,-2.8661507595299485
2,10,0.164,-2.863688430698741
2,10,0.165,-2.8612303290414887
2,10,0.166,-2.858776443682105
2,10,0.167,-2.856326763781778
2,10,0.168,-2.8538812785388123
2,10,0.169,-2.8514399771884813
2,10,0.17,-2.8490028490028485
2,10,0.171,-2.8465698832906328
2,10,0.17200000000000001,-2.8441410693970437
2,10,0.17300000000000001,-2.8417163967036085
2,10,0.17400000000000002,-2.8392958546280522
2,10,0.17500000000000002,-2.8368794326241153
2,10,0.176,-2.8344671201814053
2,10,0.177,-2.832058906825261
2,10,0.178,-2.829654782116582
2,10,0.179,-2.827254735651681
2,10,0.18,-2.8248587570621475
2,10,0.181,-2.8224668360146787
2,10,0.182,-2.8200789622109412
2,10,0.183,-2.817695125387434
2,10,0.184,-2.8153153153153143
2,10,0.185,-2.8129395218002795
2,10,0.186,-2.8105677346824076
2,10,0.187,-2.8081999438360006
2,10,0.188,-2.805836139169473
2,10,0.189,-2.8034763106251748
2,10,0.19,-2.8011204481792706
2,10,0.191,-2.798768541841592
2,10,0.192,-2.796420581655479
2,10,0.193,-2.79407655769768
2,10,0.194,-2.791736460078169
2,10,0.195,-2.7894002789400263
2,10,0.196,-2.78706800445931
2,10,0.197,-2.78473962684489
2,10,0.198,-2.782415136338341
2,10,0.199,-2.7800945232137897
2,10,0.2,-2.777777777777777
2,10,0.201,-2.775464890369137
2,10,0.202,-2.773155851358846
2,10,0.203,-2.770850651149901
2,10,0.20400000000000001,-2.7685492801771883
2,10,0.20500000000000002,-2.7662517289073296
2,10,0.20600000000000002,-2.7639579878385834
2,10,0.20700000000000002,-2.7616680475006894
2,10,0.20800000000000002,-2.7593818984547447
2,10,0.209,-2.757099531293079
2,10,0.21,-2.7548209366391174
2,10,0.211,-2.75254610514726
2,10,0.212,-2.750275027502751
2,10,0.213,-2.7480076944215437
2,10,0.214,-2.745744096650191
2,10,0.215,-2.7434842249657065
2,10,0.216,-2.741228070175439
2,10,0.217,-2.738975623116955
2,10,0.218,-2.7367268746579088
2,10,0.219,-2.734481815695924
2,10,0.22,-2.7322404371584708
2,10,0.221,-2.7300027300027296
2,10,0.222,-2.7277686852154925
2,10,0.223,-2.725538293813028
2,10,0.224,-2.7233115468409563
2,10,0.225,-2.7210884353741482
2,10,0.226,-2.7188689505165864
2,10,0.227,-2.7166530834012503
2,10,0.228,-2.714440825190012
2,10,0.229,-2.7122321670735006
2,10,0.23,-2.710027100271002
2,10,0.231,-2.7078256160303282
2,10,0.232,-2.7056277056277045
2,10,0.233,-2.7034333603676663
2,10,0.234,-2.701242571582927
2,10,0.23500000000000001,-2.699055330634277
2,10,0.23600000000000002,-2.6968716289104644
2,10,0.23700000000000002,-2.69469145782808
2,10,0.23800000000000002,-2.69251480883145
2,10,0.23900000000000002,-2.6903416733925223
2,10,0.24,-2.6881720430107525
2,10,0.241,-2.6860059092129984
2,10,0.242,-2.6838432635534093
2,10,0.243,-2.6816840976132994
2,10,0.244,-2.6795284030010724
2,10,0.245,-2.6773761713520727
2,10,0.246,-2.6752273943285187
2,10,0.247,-2.673082063619354
2,10,0.248,-2.6709401709401703
2,10,0.249,-2.668801708033093
2,10,0.25,-2.6666666666666683
2,10,0.251,-2.664535038635758
2,10,0.252,-2.662406815761451
2,10,0.253,-2.660281989890929
2,10,0.254,-2.658160552897395
2,10,0.255,-2.6560424966799467
2,10,0.256,-2.6539278131634814
2,10,0.257,-2.6518164942985956
2,10,0.258,-2.6497085320614744
2,10,0.259,-2.6476039184538003
2,10,0.26,-2.6455026455026465
2,10,0.261,-2.643404705260375
2,10,0.262,-2.6413100898045427
2,10,0.263,-2.639218791237792
2,10,0.264,-2.6371308016877637
2,10,0.265,-2.6350461133069825
2,10,0.266,-2.6329647182727767
2,10,0.267,-2.630886608787162
2,10,0.268,-2.6288117770767627
2,10,0.269,-2.6267402153926978
2,10,0.27,-2.624671916010497
2,10,0.271,-2.622606871230002
2,10,0.272,-2.62054507337526
2,10,0.273,-2.618486514794447
2,10,0.274,-2.61643118785976
2,10,0.275,-2.614379084967322
2,10,0.276,-2.612330198537096
2,10,0.277,-2.610284521012789
2,10,0.278,-2.608242044861764
2,10,0.279,-2.6062027625749273
2,10,0.28,-2.604166666666665
2,10,0.281,-2.602133749674731
2,10,0.28200000000000003,-2.6001040041601664
2,10,0.28300000000000003,-2.5980774227071968
2,10,0.28400000000000003,-2.596053997923158
2,10,0.28500000000000003,-2.5940337224383914
2,10,0.28600000000000003,-2.5920165889061697
2,10,0.28700000000000003,-2.5900025900025914
2,10,0.28800000000000003,-2.587991718426501
2,10,0.289,-2.5859839668994056
2,10,0.29,-2.5839793281653733
2,10,0.291,-2.581977794990964
2,10,0.292,-2.579979360165119
2,10,0.293,-2.5779840164990975
2,10,0.294,-2.575991756826377
2,10,0.295,-2.574002574002574
2,10,0.296,-2.5720164609053486
2,10,0.297,-2.570033410434338
2,10,0.298,-2.5680534155110424
2,10,0.299,-2.5660764690787774
2,10,0.3,-2.564102564102564
2,10,0.301,-2.5621316935690497
2,10,0.302,-2.56016385048643
2,10,0.303,-2.558199027884369
2,10,0.304,-2.556237218813906
2,10,0.305,-2.554278416347382
2,10,0.306,-2.552322613578355
2,10,0.307,-2.550369803621526
2,10,0.308,-2.5484199796126417
2,10,0.309,-2.546473134708429
2,10,0.31,-2.5445292620865123
2,10,0.311,-2.5425883549453343
2,10,0.312,-2.540650406504066
2,10,0.313,-2.538715410002539
2,10,0.314,-2.536783358701167
2,10,0.315,-2.534854245880862
2,10,0.316,-2.5329280648429586
2,10,0.317,-2.5310048089091364
2,10,0.318,-2.5290844714213456
2,10,0.319,-2.527167045741723
2,10,0.32,-2.525252525252526
2,10,0.321,-2.523340903356044
2,10,0.322,-2.5214321734745337
2,10,0.323,-2.519526329050139
2,10,0.324,-2.517623363544814
2,10,0.325,-2.515723270440251
2,10,0.326,-2.513826043237808
2,10,0.327,-2.5119316754584275
2,10,0.328,-2.510040160642568
2,10,0.329,-2.508151492350139
2,10,0.33,-2.506265664160401
2,10,0.331,-2.504382669671925
2,10,0.332,-2.502502502502504
2,10,0.333,-2.5006251562890713
2,10,0.334,-2.498750624687658
2,10,0.335,-2.496878901373285
2,10,0.336,-2.4950099800399173
2,10,0.337,-2.493143854400399
2,10,0.338,-2.4912805181863473
2,10,0.339,-2.4894199651481186
2,10,0.34,-2.487562189054726
2,10,0.341,-2.4857071836937594
2,10,0.342,-2.4838549428713352
2,10,0.343,-2.4820054604120134
2,10,0.34400000000000003,-2.480158730158728
2,10,0.34500000000000003,-2.4783147459727406
2,10,0.34600000000000003,-2.4764735017335315
2,10,0.34700000000000003,-2.47463499133878
2,10,0.34800000000000003,-2.472799208704255
2,10,0.34900000000000003,-2.4709661477637757
2,10,0.35000000000000003,-2.469135802469138
2,10,0.35100000000000003,-2.467308166790032
2,10,0.352,-2.465483234714003
2,10,0.353,-2.4636610002463666
2,10,0.354,-2.461841457410141
2,10,0.355,-2.4600246002460002
2,10,0.356,-2.4582104228121926
2,10,0.357,-2.456398919184475
2,10,0.358,-2.454590083456061
2,10,0.359,-2.4527839097375526
2,10,0.36,-2.450980392156863
2,10,0.361,-2.449179524859173
2,10,0.362,-2.4473813020068524
2,10,0.363,-2.4455857177794105
2,10,0.364,-2.4437927663734116
2,10,0.365,-2.44200244200244
2,10,0.366,-2.440214738897024
2,10,0.367,-2.438429651304561
2,10,0.368,-2.436647173489277
2,10,0.369,-2.434867299732164
2,10,0.37,-2.4330900243309017
2,10,0.371,-2.4313153415998046
2,10,0.372,-2.4295432458697763
2,10,0.373,-2.4277737314882253
2,10,0.374,-2.42600679281902
2,10,0.375,-2.4242424242424243
2,10,0.376,-2.422480620155041
2,10,0.377,-2.420721374969741
2,10,0.378,-2.4189646831156275
2,10,0.379,-2.4172105390379506
2,10,0.38,-2.4154589371980695
2,10,0.381,-2.413709872073375
2,10,0.382,-2.4119633381572614
2,10,0.383,-2.4102193299590247
2,10,0.384,-2.408477842003851
2,10,0.385,-2.406738868832734
2,10,0.386,-2.4050024050024055
2,10,0.387,-2.4032684450853137
2,10,0.388,-2.40153698366955
2,10,0.389,-2.399808015358771
2,10,0.39,-2.3980815347721807
2,10,0.391,-2.396357536544451
2,10,0.392,-2.394636015325673
2,10,0.393,-2.3929169657812865
2,10,0.394,-2.3912003825920602
2,10,0.395,-2.3894862604540035
2,10,0.396,-2.387774594078318
2,10,0.397,-2.386065378191362
2,10,0.398,-2.3843586075345757
2,10,0.399,-2.3826542768644265
2,10,0.4,-2.380952380952379
2,10,0.401,-2.379252914584822
2,10,0.402,-2.377555872563004
2,10,0.403,-2.3758612497030174
2,10,0.404,-2.3741690408357097
2,10,0.405,-2.372479240806644
2,10,0.406,-2.3707918444760545
2,10,0.40700000000000003,-2.369106846718787
2,10,0.40800000000000003,-2.3674242424242453
2,10,0.40900000000000003,-2.3657440264963325
2,10,0.41000000000000003,-2.364066193853427
2,10,0.41100000000000003,-2.3623907394283017
2,10,0.41200000000000003,-2.3607176581680833
2,10,0.41300000000000003,-2.3590469450342066
2,10,0.41400000000000003,-2.3573785950023574
2,10,0.41500000000000004,-2.3557126030624276
2,10,0.41600000000000004,-2.3540489642184537
2,10,0.417,-2.3523876734885896
2,10,0.418,-2.350728725905029
2,10,0.419,-2.349072116513975
2,10,0.42,-2.3474178403755874
2,10,0.421,-2.3457658925639224
2,10,0.422,-2.3441162681669003
2,10,0.423,-2.3424689622862505
2,10,0.424,-2.3408239700374556
2,10,0.425,-2.3391812865497075
2,10,0.426,-2.3375409069658715
2,10,0.427,-2.3359028264424198
2,10,0.428,-2.3342670401493937
2,10,0.429,-2.3326335432703527
2,10,0.43,-2.331002331002332
2,10,0.431,-2.3293733985557896
2,10,0.432,-2.3277467411545594
2,10,0.433,-2.3261223540358222
2,10,0.434,-2.324500232450024
2,10,0.435,-2.322880371660858
2,10,0.436,-2.321262766945218
2,10,0.437,-2.3196474135931333
2,10,0.438,-2.3180343069077436
2,10,0.439,-2.3164234422052354
2,10,0.44,-2.314814814814814
2,10,0.441,-2.3132084200786496
2,10,0.442,-2.3116042533518266
2,10,0.443,-2.3100023100023126
2,10,0.444,-2.308402585410896
2,10,0.445,-2.3068050749711633
2,10,0.446,-2.305209774089443
2,10,0.447,-2.30361667818475
2,10,0.448,-2.302025782688766
2,10,0.449,-2.300437083045781
2,10,0.45,-2.298850574712643
2,10,0.451,-2.2972662531587407
2,10,0.452,-2.2956841138659323
2,10,0.453,-2.2941041523285155
2,10,0.454,-2.2925263640531868
2,10,0.455,-2.2909507445589927
2,10,0.456,-2.28937728937729
2,10,0.457,-2.287805994051706
2,10,0.458,-2.2862368541380884
2,10,0.459,-2.2846698652044806
2,10,0.46,-2.283105022831049
2,10,0.461,-2.281542322610084
2,10,0.462,-2.2799817601459194
2,10,0.463,-2.2784233310549107
2,10,0.464,-2.2768670309653904
2,10,0.465,-2.2753128555176327
2,10,0.466,-2.273760800363802
2,10,0.467,-2.272210861167916
2,10,0.468,-2.270663033605813
2,10,0.46900000000000003,-2.269117313365101
2,10,0.47000000000000003,-2.2675736961451243
2,10,0.47100000000000003,-2.2660321776569226
2,10,0.47200000000000003,-2.2644927536231907
2,10,0.47300000000000003,-2.26295541977823
2,10,0.47400000000000003,-2.2614201718679316
2,10,0.47500000000000003,-2.259887005649719
2,10,0.47600000000000003,-2.2583559168925027
