d,alpha,delta,gamma,objective_minus_endpoint,series_order
2,1.350000000000000000e+01,3.742857142857142910e-02,9.625714285714285223e-01,-5.829518874117478600e-03,24
2,1.350000000000000000e+01,3.757142857142856812e-02,9.624285714285714111e-01,-5.865282819891515231e-03,24
2,1.350000000000000000e+01,3.771428571428571408e-02,9.622857142857142998e-01,-5.901140608102012353e-03,24
2,1.350000000000000000e+01,3.785714285714285310e-02,9.621428571428571885e-01,-5.937092125548062982e-03,24
2,1.350000000000000000e+01,3.799999999999999906e-02,9.619999999999999662e-01,-5.973137258875993449e-03,24
2,1.350000000000000000e+01,3.814285714285714501e-02,9.618571428571428550e-01,-6.009275894580543009e-03,24
2,1.350000000000000000e+01,3.828571428571429097e-02,9.617142857142857437e-01,-6.045507919004822206e-03,24
2,1.350000000000000000e+01,3.842857142857142999e-02,9.615714285714285214e-01,-6.081833218341242686e-03,24
2,1.350000000000000000e+01,3.857142857142857595e-02,9.614285714285714102e-01,-6.118251678631558832e-03,24
2,1.350000000000000000e+01,3.871428571428571497e-02,9.612857142857142989e-01,-6.154763185767589406e-03,24
2,1.350000000000000000e+01,3.885714285714286093e-02,9.611428571428571876e-01,-6.191367625491744908e-03,24
2,1.350000000000000000e+01,3.899999999999999994e-02,9.609999999999999654e-01,-6.228064883397471663e-03,24
2,1.350000000000000000e+01,3.914285714285714590e-02,9.608571428571428541e-01,-6.264854844929598765e-03,24
2,1.350000000000000000e+01,3.928571428571428492e-02,9.607142857142857428e-01,-6.301737395385198504e-03,24
2,1.350000000000000000e+01,3.942857142857143088e-02,9.605714285714285205e-01,-6.338712419913433704e-03,24
2,1.350000000000000000e+01,3.957142857142856990e-02,9.604285714285714093e-01,-6.375779803516695710e-03,24
2,1.350000000000000000e+01,3.971428571428571586e-02,9.602857142857142980e-01,-6.412939431050840300e-03,24
2,1.350000000000000000e+01,3.985714285714285487e-02,9.601428571428571868e-01,-6.450191187225562395e-03,24
2,1.350000000000000000e+01,4.000000000000000083e-02,9.599999999999999645e-01,-6.487534956604951164e-03,24
2,1.400000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,24
2,1.400000000000000000e+01,1.428571428571428679e-04,9.998571428571428887e-01,-6.249297090921146491e-08,24
2,1.400000000000000000e+01,2.857142857142857357e-04,9.997142857142856665e-01,-2.499436571878899116e-07,24
2,1.400000000000000000e+01,4.285714285714285494e-04,9.995714285714285552e-01,-5.623094713053111704e-07,24
2,1.400000000000000000e+01,5.714285714285714714e-04,9.994285714285714439e-01,-9.995474961055350605e-07,24
2,1.400000000000000000e+01,7.142857142857142851e-04,9.992857142857143327e-01,-1.561614484432705119e-06,24
2,1.400000000000000000e+01,8.571428571428570987e-04,9.991428571428571104e-01,-2.248466860477194018e-06,24
2,1.400000000000000000e+01,1.000000000000000021e-03,9.989999999999999991e-01,-3.060060719248247629e-06,24
2,1.400000000000000000e+01,1.142857142857142943e-03,9.988571428571428878e-01,-3.996351827767474774e-06,24
2,1.400000000000000000e+01,1.285714285714285648e-03,9.987142857142856656e-01,-5.057295624957824920e-06,24
2,1.400000000000000000e+01,1.428571428571428570e-03,9.985714285714285543e-01,-6.242847222170944121e-06,24
2,1.400000000000000000e+01,1.571428571428571492e-03,9.984285714285714430e-01,-7.552961403575753074e-06,24
2,1.400000000000000000e+01,1.714285714285714197e-03,9.982857142857143318e-01,-8.987592626741314206e-06,24
2,1.400000000000000000e+01,1.857142857142857120e-03,9.981428571428571095e-01,-1.054669502278948734e-05,24
2,1.400000000000000000e+01,2.000000000000000042e-03,9.979999999999999982e-01,-1.223022239699167457e-05,24
2,1.400000000000000000e+01,2.142857142857142964e-03,9.978571428571428870e-01,-1.403812822901862045e-05,24
2,1.400000000000000000e+01,2.285714285714285886e-03,9.977142857142856647e-01,-1.597036567357879022e-05,24
2,1.400000000000000000e+01,2.428571428571428808e-03,9.975714285714285534e-01,-1.802688756029346973e-05,24
2,1.400000000000000000e+01,2.571428571428571296e-03,9.974285714285714421e-01,-2.020764639501515525e-05,24
2,1.400000000000000000e+01,2.714285714285714218e-03,9.972857142857143309e-01,-2.251259435930019759e-05,24
2,1.400000000000000000e+01,2.857142857142857140e-03,9.971428571428571086e-01,-2.494168331125534710e-05,24
2,1.400000000000000000e+01,3.000000000000000062e-03,9.969999999999999973e-01,-2.749486478616225416e-05,24
2,1.400000000000000000e+01,3.142857142857142985e-03,9.968571428571428861e-01,-3.017208999642195799e-05,24
2,1.400000000000000000e+01,3.285714285714285907e-03,9.967142857142856638e-01,-3.297330983229040946e-05,24
2,1.400000000000000000e+01,3.428571428571428395e-03,9.965714285714285525e-01,-3.589847486216990458e-05,24
2,1.400000000000000000e+01,3.571428571428571317e-03,9.964285714285714413e-01,-3.894753533296990700e-05,24
2,1.400000000000000000e+01,3.714285714285714239e-03,9.962857142857143300e-01,-4.212044117073154847e-05,24
2,1.400000000000000000e+01,3.857142857142857595e-03,9.961428571428571077e-01,-4.541714198100232913e-05,24
2,1.400000000000000000e+01,4.000000000000000083e-03,9.959999999999999964e-01,-4.883758704878060630e-05,24
2,1.400000000000000000e+01,4.142857142857142572e-03,9.958571428571428852e-01,-5.238172533980622880e-05,24
2,1.400000000000000000e+01,4.285714285714285927e-03,9.957142857142856629e-01,-5.604950550006093657e-05,24
2,1.400000000000000000e+01,4.428571428571428416e-03,9.955714285714285516e-01,-5.984087585704511714e-05,24
2,1.400000000000000000e+01,4.571428571428571772e-03,9.954285714285714404e-01,-6.375578441954188325e-05,24
2,1.400000000000000000e+01,4.714285714285714260e-03,9.952857142857143291e-01,-6.779417887821381772e-05,24
2,1.400000000000000000e+01,4.857142857142857616e-03,9.951428571428571068e-01,-7.195600660632461842e-05,24
2,1.400000000000000000e+01,5.000000000000000104e-03,9.949999999999999956e-01,-7.624121465975297607e-05,24
2,1.400000000000000000e+01,5.142857142857142592e-03,9.948571428571428843e-01,-8.064974977782524146e-05,24
2,1.400000000000000000e+01,5.285714285714285948e-03,9.947142857142856620e-01,-8.518155838306562533e-05,24
2,1.400000000000000000e+01,5.428571428571428437e-03,9.945714285714285507e-01,-8.983658658261173269e-05,24
2,1.400000000000000000e+01,5.571428571428571792e-03,9.944285714285714395e-01,-9.461478016774271804e-05,24
2,1.400000000000000000e+01,5.714285714285714281e-03,9.942857142857143282e-01,-9.951608461490624169e-05,24
2,1.400000000000000000e+01,5.857142857142857637e-03,9.941428571428571059e-01,-1.045404450856352030e-04,24
2,1.400000000000000000e+01,6.000000000000000125e-03,9.939999999999999947e-01,-1.096878064277828635e-04,24
2,1.400000000000000000e+01,6.142857142857142613e-03,9.938571428571428834e-01,-1.149581131748844687e-04,24
2,1.400000000000000000e+01,6.285714285714285969e-03,9.937142857142856611e-01,-1.203513095474201267e-04,24
2,1.400000000000000000e+01,6.428571428571428457e-03,9.935714285714285499e-01,-1.258673394528841971e-04,24
2,1.400000000000000000e+01,6.571428571428571813e-03,9.934285714285714386e-01,-1.315061464864236696e-04,24
2,1.400000000000000000e+01,6.714285714285714302e-03,9.932857142857143273e-01,-1.372676739310324523e-04,24
2,1.400000000000000000e+01,6.857142857142856790e-03,9.931428571428571050e-01,-1.431518647580926062e-04,24
2,1.400000000000000000e+01,7.000000000000000146e-03,9.929999999999999938e-01,-1.491586616281237454e-04,24
2,1.400000000000000000e+01,7.142857142857142634e-03,9.928571428571428825e-01,-1.552880068905471145e-04,24
2,1.400000000000000000e+01,7.285714285714285990e-03,9.927142857142856602e-01,-1.615398425848513231e-04,24
2,1.400000000000000000e+01,7.428571428571428478e-03,9.925714285714285490e-01,-1.679141104404952012e-04,24
2,1.400000000000000000e+01,7.571428571428571834e-03,9.924285714285714377e-01,-1.744107518775739329e-04,24
2,1.400000000000000000e+01,7.714285714285715190e-03,9.922857142857143264e-01,-1.810297080071660014e-04,24
2,1.400000000000000000e+01,7.857142857142857678e-03,9.921428571428571042e-01,-1.877709196322352447e-04,24
2,1.400000000000000000e+01,8.000000000000000167e-03,9.919999999999999929e-01,-1.946343272472561559e-04,24
2,1.400000000000000000e+01,8.142857142857144390e-03,9.918571428571428816e-01,-2.016198710392547166e-04,24
2,1.400000000000000000e+01,8.285714285714285143e-03,9.917142857142857704e-01,-2.087274908880443203e-04,24
2,1.400000000000000000e+01,8.428571428571427632e-03,9.915714285714285481e-01,-2.159571263669057828e-04,24
2,1.400000000000000000e+01,8.571428571428571855e-03,9.914285714285714368e-01,-2.233087167426567321e-04,24
2,1.400000000000000000e+01,8.714285714285714343e-03,9.912857142857143256e-01,-2.307822009764148863e-04,24
2,1.400000000000000000e+01,8.857142857142856832e-03,9.911428571428571033e-01,-2.383775177237645870e-04,24
2,1.400000000000000000e+01,8.999999999999999320e-03,9.909999999999999920e-01,-2.460946053356033447e-04,24
2,1.400000000000000000e+01,9.142857142857143543e-03,9.908571428571428807e-01,-2.539334018582528607e-04,24
2,1.400000000000000000e+01,9.285714285714286031e-03,9.907142857142856585e-01,-2.618938450339169943e-04,24
2,1.400000000000000000e+01,9.428571428571428520e-03,9.905714285714285472e-01,-2.699758723014034079e-04,24
2,1.400000000000000000e+01,9.571428571428572743e-03,9.904285714285714359e-01,-2.781794207963317334e-04,24
2,1.400000000000000000e+01,9.714285714285715231e-03,9.902857142857143247e-01,-2.865044273517997064e-04,24
2,1.400000000000000000e+01,9.857142857142857720e-03,9.901428571428571024e-01,-2.949508284985080664e-04,24
2,1.400000000000000000e+01,1.000000000000000021e-02,9.899999999999999911e-01,-3.035185604655932234e-04,24
2,1.400000000000000000e+01,1.014285714285714270e-02,9.898571428571428799e-01,-3.122075591807660366e-04,24
2,1.400000000000000000e+01,1.028571428571428518e-02,9.897142857142857686e-01,-3.210177602710750921e-04,24
2,1.400000000000000000e+01,1.042857142857142767e-02,9.895714285714285463e-01,-3.299490990631287479e-04,24
2,1.400000000000000000e+01,1.057142857142857190e-02,9.894285714285714350e-01,-3.390015105834282005e-04,24
2,1.400000000000000000e+01,1.071428571428571438e-02,9.892857142857143238e-01,-3.481749295595054638e-04,24
2,1.400000000000000000e+01,1.085714285714285687e-02,9.891428571428571015e-01,-3.574692904195209131e-04,24
2,1.400000000000000000e+01,1.100000000000000110e-02,9.889999999999999902e-01,-3.668845272932902413e-04,24
2,1.400000000000000000e+01,1.114285714285714358e-02,9.888571428571428790e-01,-3.764205740124093591e-04,24
2,1.400000000000000000e+01,1.128571428571428607e-02,9.887142857142857677e-01,-3.860773641112258403e-04,24
2,1.400000000000000000e+01,1.142857142857142856e-02,9.885714285714285454e-01,-3.958548308264503435e-04,24
2,1.400000000000000000e+01,1.157142857142857278e-02,9.884285714285714342e-01,-4.057529070986415354e-04,24
2,1.400000000000000000e+01,1.171428571428571527e-02,9.882857142857143229e-01,-4.157715255719840464e-04,24
2,1.400000000000000000e+01,1.185714285714285776e-02,9.881428571428571006e-01,-4.259106185948297041e-04,24
2,1.400000000000000000e+01,1.200000000000000025e-02,9.879999999999999893e-01,-4.361701182201555005e-04,24
2,1.400000000000000000e+01,1.214285714285714274e-02,9.878571428571428781e-01,-4.465499562067432038e-04,24
2,1.400000000000000000e+01,1.228571428571428523e-02,9.877142857142857668e-01,-4.570500640184299579e-04,24
2,1.400000000000000000e+01,1.242857142857142771e-02,9.875714285714285445e-01,-4.676703728254683057e-04,24
2,1.400000000000000000e+01,1.257142857142857194e-02,9.874285714285714333e-01,-4.784108135047482335e-04,24
2,1.400000000000000000e+01,1.271428571428571443e-02,9.872857142857143220e-01,-4.892713166401163605e-04,24
2,1.400000000000000000e+01,1.285714285714285691e-02,9.871428571428570997e-01,-5.002518125232641166e-04,24
2,1.400000000000000000e+01,1.300000000000000114e-02,9.869999999999999885e-01,-5.113522311536861098e-04,24
2,1.400000000000000000e+01,1.314285714285714363e-02,9.868571428571428772e-01,-5.225725022393462593e-04,24
2,1.400000000000000000e+01,1.328571428571428611e-02,9.867142857142857659e-01,-5.339125551975659745e-04,24
2,1.400000000000000000e+01,1.342857142857142860e-02,9.865714285714285436e-01,-5.453723191546216986e-04,24
2,1.400000000000000000e+01,1.357142857142857283e-02,9.864285714285714324e-01,-5.569517229472853437e-04,24
2,1.400000000000000000e+01,1.371428571428571358e-02,9.862857142857143211e-01,-5.686506951222830564e-04,24
2,1.400000000000000000e+01,1.385714285714285607e-02,9.861428571428570988e-01,-5.804691639375025858e-04,24
2,1.400000000000000000e+01,1.400000000000000029e-02,9.859999999999999876e-01,-5.924070573621181834e-04,24
2,1.400000000000000000e+01,1.414285714285714278e-02,9.858571428571428763e-01,-6.044643030771873482e-04,24
2,1.400000000000000000e+01,1.428571428571428527e-02,9.857142857142857650e-01,-6.166408284761781822e-04,24
2,1.400000000000000000e+01,1.442857142857142949e-02,9.855714285714285428e-01,-6.289365606653024576e-04,24
2,1.400000000000000000e+01,1.457142857142857198e-02,9.854285714285714315e-01,-6.413514264640846063e-04,24
2,1.400000000000000000e+01,1.471428571428571447e-02,9.852857142857143202e-01,-6.538853524058474420e-04,24
2,1.400000000000000000e+01,1.485714285714285696e-02,9.851428571428570979e-01,-6.665382647382950276e-04,24
2,1.400000000000000000e+01,1.500000000000000118e-02,9.849999999999999867e-01,-6.793100894235404308e-04,24
2,1.400000000000000000e+01,1.514285714285714367e-02,9.848571428571428754e-01,-6.922007521394241136e-04,24
2,1.400000000000000000e+01,1.528571428571428616e-02,9.847142857142857642e-01,-7.052101782791392326e-04,24
2,1.400000000000000000e+01,1.542857142857143038e-02,9.845714285714285419e-01,-7.183382929523557392e-04,24
2,1.400000000000000000e+01,1.557142857142857287e-02,9.844285714285714306e-01,-7.315850209851371133e-04,24
2,1.400000000000000000e+01,1.571428571428571536e-02,9.842857142857143193e-01,-7.449502869210228306e-04,24
2,1.400000000000000000e+01,1.585714285714285784e-02,9.841428571428570971e-01,-7.584340150210561182e-04,24
2,1.400000000000000000e+01,1.600000000000000033e-02,9.839999999999999858e-01,-7.720361292645472329e-04,24
2,1.400000000000000000e+01,1.614285714285714282e-02,9.838571428571428745e-01,-7.857565533494759169e-04,24
2,1.400000000000000000e+01,1.628571428571428878e-02,9.837142857142857633e-01,-7.995952106928244651e-04,24
2,1.400000000000000000e+01,1.642857142857143127e-02,9.835714285714285410e-01,-8.135520244313548810e-04,24
2,1.400000000000000000e+01,1.657142857142857029e-02,9.834285714285714297e-01,-8.276269174218586766e-04,24
2,1.400000000000000000e+01,1.671428571428571278e-02,9.832857142857143185e-01,-8.418198122419479068e-04,24
2,1.400000000000000000e+01,1.685714285714285526e-02,9.831428571428570962e-01,-8.561306311901106803e-04,24
2,1.400000000000000000e+01,1.699999999999999775e-02,9.829999999999999849e-01,-8.705592962865021933e-04,24
2,1.400000000000000000e+01,1.714285714285714371e-02,9.828571428571428736e-01,-8.851057292734720860e-04,24
2,1.400000000000000000e+01,1.728571428571428620e-02,9.827142857142857624e-01,-8.997698516160224091e-04,24
2,1.400000000000000000e+01,1.742857142857142869e-02,9.825714285714285401e-01,-9.145515845020019130e-04,24
2,1.400000000000000000e+01,1.757142857142857117e-02,9.824285714285714288e-01,-9.294508488430497373e-04,24
2,1.400000000000000000e+01,1.771428571428571366e-02,9.822857142857143176e-01,-9.444675652750117445e-04,24
2,1.400000000000000000e+01,1.785714285714285615e-02,9.821428571428570953e-01,-9.596016541579960313e-04,24
2,1.400000000000000000e+01,1.799999999999999864e-02,9.819999999999999840e-01,-9.748530355775109069e-04,24
2,1.400000000000000000e+01,1.814285714285714460e-02,9.818571428571428727e-01,-9.902216293443955042e-04,24
2,1.400000000000000000e+01,1.828571428571428709e-02,9.817142857142857615e-01,-1.005707354995721836e-03,24
2,1.400000000000000000e+01,1.842857142857142957e-02,9.815714285714285392e-01,-1.021310131795308274e-03,24
2,1.400000000000000000e+01,1.857142857142857206e-02,9.814285714285714279e-01,-1.037029878733677912e-03,24
2,1.400000000000000000e+01,1.871428571428571455e-02,9.812857142857143167e-01,-1.052866514529252062e-03,24
2,1.400000000000000000e+01,1.885714285714285704e-02,9.811428571428570944e-01,-1.068819957628586170e-03,24
2,1.400000000000000000e+01,1.899999999999999953e-02,9.809999999999999831e-01,-1.084890126206522476e-03,24
2,1.400000000000000000e+01,1.914285714285714549e-02,9.808571428571428719e-01,-1.101076938167411257e-03,24
2,1.400000000000000000e+01,1.928571428571428797e-02,9.807142857142857606e-01,-1.117380311144694494e-03,24
2,1.400000000000000000e+01,1.942857142857143046e-02,9.805714285714285383e-01,-1.133800162502598963e-03,24
2,1.400000000000000000e+01,1.957142857142857295e-02,9.804285714285714270e-01,-1.150336409335345200e-03,24
2,1.400000000000000000e+01,1.971428571428571544e-02,9.802857142857143158e-01,-1.166988968468701815e-03,24
2,1.400000000000000000e+01,1.985714285714285793e-02,9.801428571428570935e-01,-1.183757756459943855e-03,24
2,1.400000000000000000e+01,2.000000000000000042e-02,9.799999999999999822e-01,-1.200642689598338531e-03,24
2,1.400000000000000000e+01,2.014285714285714290e-02,9.798571428571428710e-01,-1.217643683906019514e-03,24
2,1.400000000000000000e+01,2.028571428571428539e-02,9.797142857142857597e-01,-1.234760655138153473e-03,24
2,1.400000000000000000e+01,2.042857142857142788e-02,9.795714285714285374e-01,-1.251993518783689474e-03,24
2,1.400000000000000000e+01,2.057142857142857037e-02,9.794285714285714262e-01,-1.269342190065692044e-03,24
2,1.400000000000000000e+01,2.071428571428571286e-02,9.792857142857143149e-01,-1.286806583941868531e-03,24
2,1.400000000000000000e+01,2.085714285714285535e-02,9.791428571428570926e-01,-1.304386615105374014e-03,24
2,1.400000000000000000e+01,2.100000000000000130e-02,9.789999999999999813e-01,-1.322082197984575380e-03,24
2,1.400000000000000000e+01,2.114285714285714379e-02,9.788571428571428701e-01,-1.339893246744661148e-03,24
2,1.400000000000000000e+01,2.128571428571428628e-02,9.787142857142857588e-01,-1.357819675287183503e-03,24
2,1.400000000000000000e+01,2.142857142857142877e-02,9.785714285714285365e-01,-1.375861397251029739e-03,24
2,1.400000000000000000e+01,2.157142857142857126e-02,9.784285714285714253e-01,-1.394018326013019005e-03,24
2,1.400000000000000000e+01,2.171428571428571375e-02,9.782857142857143140e-01,-1.412290374687985572e-03,24
2,1.400000000000000000e+01,2.185714285714285623e-02,9.781428571428570917e-01,-1.430677456129875180e-03,24
2,1.400000000000000000e+01,2.200000000000000219e-02,9.779999999999999805e-01,-1.449179482931592378e-03,24
2,1.400000000000000000e+01,2.214285714285714468e-02,9.778571428571428692e-01,-1.467796367426277282e-03,24
2,1.400000000000000000e+01,2.228571428571428717e-02,9.777142857142857579e-01,-1.486528021687069656e-03,24
2,1.400000000000000000e+01,2.242857142857142966e-02,9.775714285714285356e-01,-1.505374357528191376e-03,24
2,1.400000000000000000e+01,2.257142857142857215e-02,9.774285714285714244e-01,-1.524335286505237863e-03,24
2,1.400000000000000000e+01,2.271428571428571463e-02,9.772857142857143131e-01,-1.543410719915705442e-03,24
2,1.400000000000000000e+01,2.285714285714285712e-02,9.771428571428570908e-01,-1.562600568799352163e-03,24
2,1.400000000000000000e+01,2.300000000000000308e-02,9.769999999999999796e-01,-1.581904743939141489e-03,24
2,1.400000000000000000e+01,2.314285714285714557e-02,9.768571428571428683e-01,-1.601323155861408831e-03,24
2,1.400000000000000000e+01,2.328571428571428806e-02,9.767142857142857570e-01,-1.620855714836416661e-03,24
2,1.400000000000000000e+01,2.342857142857143055e-02,9.765714285714285348e-01,-1.640502330879062276e-03,24
2,1.400000000000000000e+01,2.357142857142857303e-02,9.764285714285714235e-01,-1.660262913749127600e-03,24
2,1.400000000000000000e+01,2.371428571428571552e-02,9.762857142857143122e-01,-1.680137372952111852e-03,24
2,1.400000000000000000e+01,2.385714285714285454e-02,9.761428571428572010e-01,-1.700125617739578487e-03,24
2,1.400000000000000000e+01,2.400000000000000050e-02,9.759999999999999787e-01,-1.720227557109543781e-03,24
2,1.400000000000000000e+01,2.414285714285714299e-02,9.758571428571428674e-01,-1.740443099807392757e-03,24
2,1.400000000000000000e+01,2.428571428571428548e-02,9.757142857142857562e-01,-1.760772154325879191e-03,24
2,1.400000000000000000e+01,2.442857142857142796e-02,9.755714285714285339e-01,-1.781214628906305220e-03,24
2,1.400000000000000000e+01,2.457142857142857045e-02,9.754285714285714226e-01,-1.801770431538368689e-03,24
2,1.400000000000000000e+01,2.471428571428571294e-02,9.752857142857143113e-01,-1.822439469961162350e-03,24
2,1.400000000000000000e+01,2.485714285714285543e-02,9.751428571428570891e-01,-1.843221651663479177e-03,24
2,1.400000000000000000e+01,2.500000000000000139e-02,9.749999999999999778e-01,-1.864116883884422982e-03,24
2,1.400000000000000000e+01,2.514285714285714388e-02,9.748571428571428665e-01,-1.885125073613963531e-03,24
2,1.400000000000000000e+01,2.528571428571428636e-02,9.747142857142857553e-01,-1.906246127593422268e-03,24
2,1.400000000000000000e+01,2.542857142857142885e-02,9.745714285714285330e-01,-1.927479952315971912e-03,24
2,1.400000000000000000e+01,2.557142857142857134e-02,9.744285714285714217e-01,-1.948826454027066668e-03,24
2,1.400000000000000000e+01,2.571428571428571383e-02,9.742857142857143105e-01,-1.970285538725469188e-03,24
2,1.400000000000000000e+01,2.585714285714285632e-02,9.741428571428571992e-01,-1.991857112162848109e-03,24
2,1.400000000000000000e+01,2.600000000000000228e-02,9.739999999999999769e-01,-2.013541079845485027e-03,24
2,1.400000000000000000e+01,2.614285714285714476e-02,9.738571428571428656e-01,-2.035337347033802646e-03,24
2,1.400000000000000000e+01,2.628571428571428725e-02,9.737142857142857544e-01,-2.057245818743377863e-03,24
2,1.400000000000000000e+01,2.642857142857142974e-02,9.735714285714285321e-01,-2.079266399745441363e-03,24
2,1.400000000000000000e+01,2.657142857142857223e-02,9.734285714285714208e-01,-2.101398994567335587e-03,24
2,1.400000000000000000e+01,2.671428571428571472e-02,9.732857142857143096e-01,-2.123643507492986582e-03,24
2,1.400000000000000000e+01,2.685714285714285721e-02,9.731428571428570873e-01,-2.145999842563681148e-03,24
2,1.400000000000000000e+01,2.700000000000000316e-02,9.729999999999999760e-01,-2.168467903578441547e-03,24
2,1.400000000000000000e+01,2.714285714285714565e-02,9.728571428571428648e-01,-2.191047594094219786e-03,24
2,1.400000000000000000e+01,2.728571428571428814e-02,9.727142857142857535e-01,-2.213738817427299277e-03,24
2,1.400000000000000000e+01,2.742857142857142716e-02,9.725714285714285312e-01,-2.236541476652920135e-03,24
2,1.400000000000000000e+01,2.757142857142856965e-02,9.724285714285714199e-01,-2.259455474606333891e-03,24
2,1.400000000000000000e+01,2.771428571428571214e-02,9.722857142857143087e-01,-2.282480713883275336e-03,24
2,1.400000000000000000e+01,2.785714285714285809e-02,9.721428571428571974e-01,-2.305617096840267832e-03,24
2,1.400000000000000000e+01,2.800000000000000058e-02,9.719999999999999751e-01,-2.328864525595539248e-03,24
2,1.400000000000000000e+01,2.814285714285714307e-02,9.718571428571428639e-01,-2.352222902029063589e-03,24
2,1.400000000000000000e+01,2.828571428571428556e-02,9.717142857142857526e-01,-2.375692127783712859e-03,24
2,1.400000000000000000e+01,2.842857142857142805e-02,9.715714285714285303e-01,-2.399272104265354200e-03,24
2,1.400000000000000000e+01,2.857142857142857054e-02,9.714285714285714191e-01,-2.422962732643307859e-03,24
2,1.400000000000000000e+01,2.871428571428571649e-02,9.712857142857143078e-01,-2.446763913851332517e-03,24
2,1.400000000000000000e+01,2.885714285714285898e-02,9.711428571428570855e-01,-2.470675548587791814e-03,24
2,1.400000000000000000e+01,2.900000000000000494e-02,9.709999999999999742e-01,-2.494697537316459268e-03,24
2,1.400000000000000000e+01,2.914285714285714396e-02,9.708571428571428630e-01,-2.518829780266698681e-03,24
2,1.400000000000000000e+01,2.928571428571428298e-02,9.707142857142857517e-01,-2.543072177434324566e-03,24
2,1.400000000000000000e+01,2.942857142857142894e-02,9.705714285714285294e-01,-2.567424628582296031e-03,24
2,1.400000000000000000e+01,2.957142857142856796e-02,9.704285714285714182e-01,-2.591887033240591887e-03,24
2,1.400000000000000000e+01,2.971428571428571391e-02,9.702857142857143069e-01,-2.616459290707584540e-03,24
2,1.400000000000000000e+01,2.985714285714285640e-02,9.701428571428571956e-01,-2.641141300049734686e-03,24
2,1.400000000000000000e+01,3.000000000000000236e-02,9.699999999999999734e-01,-2.665932960102895821e-03,24
2,1.400000000000000000e+01,3.014285714285714138e-02,9.698571428571428621e-01,-2.690834169472577919e-03,24
2,1.400000000000000000e+01,3.028571428571428734e-02,9.697142857142857508e-01,-2.715844826534086209e-03,24
2,1.400000000000000000e+01,3.042857142857142635e-02,9.695714285714285285e-01,-2.740964829433992223e-03,24
2,1.400000000000000000e+01,3.057142857142857231e-02,9.694285714285714173e-01,-2.766194076089509291e-03,24
2,1.400000000000000000e+01,3.071428571428571133e-02,9.692857142857143060e-01,-2.791532464190130125e-03,24
2,1.400000000000000000e+01,3.085714285714286076e-02,9.691428571428570837e-01,-2.816979891197474162e-03,24
2,1.400000000000000000e+01,3.099999999999999978e-02,9.689999999999999725e-01,-2.842536254346064717e-03,24
2,1.400000000000000000e+01,3.114285714285714574e-02,9.688571428571428612e-01,-2.868201450643856343e-03,24
2,1.400000000000000000e+01,3.128571428571428475e-02,9.687142857142857499e-01,-2.893975376872845451e-03,24
2,1.400000000000000000e+01,3.142857142857143071e-02,9.685714285714285277e-01,-2.919857929589556034e-03,24
2,1.400000000000000000e+01,3.157142857142856973e-02,9.684285714285714164e-01,-2.945849005125594777e-03,24
2,1.400000000000000000e+01,3.171428571428571569e-02,9.682857142857143051e-01,-2.971948499588081272e-03,24
2,1.400000000000000000e+01,3.185714285714285471e-02,9.681428571428571939e-01,-2.998156308860633334e-03,24
2,1.400000000000000000e+01,3.200000000000000067e-02,9.679999999999999716e-01,-3.024472328603117210e-03,24
2,1.400000000000000000e+01,3.214285714285713969e-02,9.678571428571428603e-01,-3.050896454253188006e-03,24
2,1.400000000000000000e+01,3.228571428571428564e-02,9.677142857142857491e-01,-3.077428581025928866e-03,24
2,1.400000000000000000e+01,3.242857142857143160e-02,9.675714285714285268e-01,-3.104068603915072222e-03,24
2,1.400000000000000000e+01,3.257142857142857756e-02,9.674285714285714155e-01,-3.130816417693096931e-03,24
2,1.400000000000000000e+01,3.271428571428571658e-02,9.672857142857143042e-01,-3.157671916912088705e-03,24
2,1.400000000000000000e+01,3.285714285714286254e-02,9.671428571428570820e-01,-3.184634995904142563e-03,24
2,1.400000000000000000e+01,3.300000000000000155e-02,9.669999999999999707e-01,-3.211705548781820796e-03,24
2,1.400000000000000000e+01,3.314285714285714057e-02,9.668571428571428594e-01,-3.238883469439055030e-03,24
2,1.400000000000000000e+01,3.328571428571428653e-02,9.667142857142857482e-01,-3.266168651551382140e-03,24
2,1.400000000000000000e+01,3.342857142857142555e-02,9.665714285714285259e-01,-3.293560988576402226e-03,24
2,1.400000000000000000e+01,3.357142857142857151e-02,9.664285714285714146e-01,-3.321060373754736172e-03,24
2,1.400000000000000000e+01,3.371428571428571053e-02,9.662857142857143034e-01,-3.348666700110330963e-03,24
2,1.400000000000000000e+01,3.385714285714285648e-02,9.661428571428571921e-01,-3.376379860450876014e-03,24
2,1.400000000000000000e+01,3.399999999999999550e-02,9.659999999999999698e-01,-3.404199747368663598e-03,24
2,1.400000000000000000e+01,3.414285714285714146e-02,9.658571428571428585e-01,-3.432126253241032932e-03,24
2,1.400000000000000000e+01,3.428571428571428742e-02,9.657142857142857473e-01,-3.460159270230883655e-03,24
2,1.400000000000000000e+01,3.442857142857143338e-02,9.655714285714285250e-01,-3.488298690287064407e-03,24
2,1.400000000000000000e+01,3.457142857142857240e-02,9.654285714285714137e-01,-3.516544405145233254e-03,24
2,1.400000000000000000e+01,3.471428571428571835e-02,9.652857142857143025e-01,-3.544896306328315649e-03,24
