d,alpha,delta,gamma,objective_minus_endpoint,series_order
2,1.450000000000000000e+01,3.014285714285714138e-02,9.698571428571428621e-01,-1.225260053617116540e-03,24
2,1.450000000000000000e+01,3.028571428571428734e-02,9.697142857142857508e-01,-1.244318705504787737e-03,24
2,1.450000000000000000e+01,3.042857142857142635e-02,9.695714285714285285e-01,-1.263496685508805339e-03,24
2,1.450000000000000000e+01,3.057142857142857231e-02,9.694285714285714173e-01,-1.282793896812017831e-03,24
2,1.450000000000000000e+01,3.071428571428571133e-02,9.692857142857143060e-01,-1.302210242310683497e-03,24
2,1.450000000000000000e+01,3.085714285714286076e-02,9.691428571428570837e-01,-1.321745624614137360e-03,24
2,1.450000000000000000e+01,3.099999999999999978e-02,9.689999999999999725e-01,-1.341399946045984670e-03,24
2,1.450000000000000000e+01,3.114285714285714574e-02,9.688571428571428612e-01,-1.361173108644475604e-03,24
2,1.450000000000000000e+01,3.128571428571428475e-02,9.687142857142857499e-01,-1.381065014163213034e-03,24
2,1.450000000000000000e+01,3.142857142857143071e-02,9.685714285714285277e-01,-1.401075564071818658e-03,24
2,1.450000000000000000e+01,3.157142857142856973e-02,9.684285714285714164e-01,-1.421204659556335459e-03,24
2,1.450000000000000000e+01,3.171428571428571569e-02,9.682857142857143051e-01,-1.441452201519990983e-03,24
2,1.450000000000000000e+01,3.185714285714285471e-02,9.681428571428571939e-01,-1.461818090583932861e-03,24
2,1.450000000000000000e+01,3.200000000000000067e-02,9.679999999999999716e-01,-1.482302227087395341e-03,24
2,1.450000000000000000e+01,3.214285714285713969e-02,9.678571428571428603e-01,-1.502904511089073192e-03,24
2,1.450000000000000000e+01,3.228571428571428564e-02,9.677142857142857491e-01,-1.523624842366858023e-03,24
2,1.450000000000000000e+01,3.242857142857143160e-02,9.675714285714285268e-01,-1.544463120419170554e-03,24
2,1.450000000000000000e+01,3.257142857142857756e-02,9.674285714285714155e-01,-1.565419244465113269e-03,24
2,1.450000000000000000e+01,3.271428571428571658e-02,9.672857142857143042e-01,-1.586493113445427983e-03,24
2,1.450000000000000000e+01,3.285714285714286254e-02,9.671428571428570820e-01,-1.607684626022870544e-03,24
2,1.450000000000000000e+01,3.300000000000000155e-02,9.669999999999999707e-01,-1.628993680582835335e-03,24
2,1.450000000000000000e+01,3.314285714285714057e-02,9.668571428571428594e-01,-1.650420175234326714e-03,24
2,1.450000000000000000e+01,3.328571428571428653e-02,9.667142857142857482e-01,-1.671964007810139430e-03,24
2,1.450000000000000000e+01,3.342857142857142555e-02,9.665714285714285259e-01,-1.693625075867621899e-03,24
2,1.450000000000000000e+01,3.357142857142857151e-02,9.664285714285714146e-01,-1.715403276689397849e-03,24
2,1.450000000000000000e+01,3.371428571428571053e-02,9.662857142857143034e-01,-1.737298507283893678e-03,24
2,1.450000000000000000e+01,3.385714285714285648e-02,9.661428571428571921e-01,-1.759310664386115608e-03,24
2,1.450000000000000000e+01,3.399999999999999550e-02,9.659999999999999698e-01,-1.781439644457774585e-03,24
2,1.450000000000000000e+01,3.414285714285714146e-02,9.658571428571428585e-01,-1.803685343688854470e-03,24
2,1.450000000000000000e+01,3.428571428571428742e-02,9.657142857142857473e-01,-1.826047657997320606e-03,24
2,1.450000000000000000e+01,3.442857142857143338e-02,9.655714285714285250e-01,-1.848526483030091261e-03,24
2,1.450000000000000000e+01,3.457142857142857240e-02,9.654285714285714137e-01,-1.871121714163731520e-03,24
2,1.450000000000000000e+01,3.471428571428571835e-02,9.652857142857143025e-01,-1.893833246505008394e-03,24
2,1.450000000000000000e+01,3.485714285714285737e-02,9.651428571428571912e-01,-1.916660974891667979e-03,24
2,1.450000000000000000e+01,3.500000000000000333e-02,9.649999999999999689e-01,-1.939604793892657497e-03,24
2,1.450000000000000000e+01,3.514285714285714235e-02,9.648571428571428577e-01,-1.962664597809304912e-03,24
2,1.450000000000000000e+01,3.528571428571428831e-02,9.647142857142857464e-01,-1.985840280675374436e-03,24
2,1.450000000000000000e+01,3.542857142857142733e-02,9.645714285714285241e-01,-2.009131736258204515e-03,24
2,1.450000000000000000e+01,3.557142857142857328e-02,9.644285714285714128e-01,-2.032538858059096398e-03,24
2,1.450000000000000000e+01,3.571428571428571230e-02,9.642857142857143016e-01,-2.056061539313869257e-03,24
2,1.450000000000000000e+01,3.585714285714285826e-02,9.641428571428571903e-01,-2.079699672993776116e-03,24
2,1.450000000000000000e+01,3.599999999999999728e-02,9.639999999999999680e-01,-2.103453151805628751e-03,24
2,1.450000000000000000e+01,3.614285714285714324e-02,9.638571428571428568e-01,-2.127321868193005061e-03,24
2,1.450000000000000000e+01,3.628571428571428920e-02,9.637142857142857455e-01,-2.151305714336651520e-03,24
2,1.450000000000000000e+01,3.642857142857143515e-02,9.635714285714285232e-01,-2.175404582155066047e-03,24
2,1.450000000000000000e+01,3.657142857142857417e-02,9.634285714285714119e-01,-2.199618363304914337e-03,24
2,1.450000000000000000e+01,3.671428571428571319e-02,9.632857142857143007e-01,-2.223946949182306621e-03,24
2,1.450000000000000000e+01,3.685714285714285915e-02,9.631428571428571894e-01,-2.248390230922797661e-03,24
2,1.450000000000000000e+01,3.699999999999999817e-02,9.629999999999999671e-01,-2.272948099402288813e-03,24
2,1.450000000000000000e+01,3.714285714285714413e-02,9.628571428571428559e-01,-2.297620445237583131e-03,24
2,1.450000000000000000e+01,3.728571428571428314e-02,9.627142857142857446e-01,-2.322407158787273551e-03,24
2,1.450000000000000000e+01,3.742857142857142910e-02,9.625714285714285223e-01,-2.347308130152020444e-03,24
2,1.450000000000000000e+01,3.757142857142856812e-02,9.624285714285714111e-01,-2.372323249175356530e-03,24
2,1.450000000000000000e+01,3.771428571428571408e-02,9.622857142857142998e-01,-2.397452405444380763e-03,24
2,1.450000000000000000e+01,3.785714285714285310e-02,9.621428571428571885e-01,-2.422695488290452226e-03,24
2,1.450000000000000000e+01,3.799999999999999906e-02,9.619999999999999662e-01,-2.448052386789342783e-03,24
2,1.450000000000000000e+01,3.814285714285714501e-02,9.618571428571428550e-01,-2.473522989762694246e-03,24
2,1.450000000000000000e+01,3.828571428571429097e-02,9.617142857142857437e-01,-2.499107185777782458e-03,24
2,1.450000000000000000e+01,3.842857142857142999e-02,9.615714285714285214e-01,-2.524804863149016088e-03,24
2,1.450000000000000000e+01,3.857142857142857595e-02,9.614285714285714102e-01,-2.550615909937797854e-03,24
2,1.450000000000000000e+01,3.871428571428571497e-02,9.612857142857142989e-01,-2.576540213953731895e-03,24
2,1.450000000000000000e+01,3.885714285714286093e-02,9.611428571428571876e-01,-2.602577662754942955e-03,24
2,1.450000000000000000e+01,3.899999999999999994e-02,9.609999999999999654e-01,-2.628728143648839666e-03,24
2,1.450000000000000000e+01,3.914285714285714590e-02,9.608571428571428541e-01,-2.654991543692725164e-03,24
2,1.450000000000000000e+01,3.928571428571428492e-02,9.607142857142857428e-01,-2.681367749694643643e-03,24
2,1.450000000000000000e+01,3.942857142857143088e-02,9.605714285714285205e-01,-2.707856648213491368e-03,24
2,1.450000000000000000e+01,3.957142857142856990e-02,9.604285714285714093e-01,-2.734458125560307318e-03,24
2,1.450000000000000000e+01,3.971428571428571586e-02,9.602857142857142980e-01,-2.761172067798509100e-03,24
2,1.450000000000000000e+01,3.985714285714285487e-02,9.601428571428571868e-01,-2.787998360744697868e-03,24
2,1.450000000000000000e+01,4.000000000000000083e-02,9.599999999999999645e-01,-2.814936889969019140e-03,24
2,1.500000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,24
2,1.500000000000000000e+01,1.428571428571428679e-04,9.998571428571428887e-01,1.568673571412937395e-05,24
2,1.500000000000000000e+01,2.857142857142857357e-04,9.997142857142856665e-01,3.123433829886612667e-05,24
2,1.500000000000000000e+01,4.285714285714285494e-04,9.995714285714285552e-01,4.664280882897553493e-05,24
2,1.500000000000000000e+01,5.714285714285714714e-04,9.994285714285714439e-01,6.191214884321283307e-05,24
2,1.500000000000000000e+01,7.142857142857142851e-04,9.992857142857143327e-01,7.704236034437872416e-05,24
2,1.500000000000000000e+01,8.571428571428570987e-04,9.991428571428571104e-01,9.203344579826466809e-05,24
2,1.500000000000000000e+01,1.000000000000000021e-03,9.989999999999999991e-01,1.068854081340969708e-04,24
2,1.500000000000000000e+01,1.142857142857142943e-03,9.988571428571428878e-01,1.215982507433571724e-04,24
2,1.500000000000000000e+01,1.285714285714285648e-03,9.987142857142856656e-01,1.361719774802677696e-04,24
2,1.500000000000000000e+01,1.428571428571428570e-03,9.985714285714285543e-01,1.506065926609595484e-04,24
2,1.500000000000000000e+01,1.571428571428571492e-03,9.984285714285714430e-01,1.649021010630968842e-04,24
2,1.500000000000000000e+01,1.714285714285714197e-03,9.982857142857143318e-01,1.790585079257250856e-04,24
2,1.500000000000000000e+01,1.857142857142857120e-03,9.981428571428571095e-01,1.930758189488540610e-04,24
2,1.500000000000000000e+01,2.000000000000000042e-03,9.979999999999999982e-01,2.069540402930419853e-04,24
2,1.500000000000000000e+01,2.142857142857142964e-03,9.978571428571428870e-01,2.206931785790067213e-04,24
2,1.500000000000000000e+01,2.285714285714285886e-03,9.977142857142856647e-01,2.342932408873898975e-04,24
2,1.500000000000000000e+01,2.428571428571428808e-03,9.975714285714285534e-01,2.477542347584099636e-04,24
2,1.500000000000000000e+01,2.571428571428571296e-03,9.974285714285714421e-01,2.610761681912099341e-04,24
2,1.500000000000000000e+01,2.714285714285714218e-03,9.972857142857143309e-01,2.742590496438851444e-04,24
2,1.500000000000000000e+01,2.857142857142857140e-03,9.971428571428571086e-01,2.873028880329836499e-04,24
2,1.500000000000000000e+01,3.000000000000000062e-03,9.969999999999999973e-01,3.002076927326735589e-04,24
2,1.500000000000000000e+01,3.142857142857142985e-03,9.968571428571428861e-01,3.129734735751871222e-04,24
2,1.500000000000000000e+01,3.285714285714285907e-03,9.967142857142856638e-01,3.256002408499047984e-04,24
2,1.500000000000000000e+01,3.428571428571428395e-03,9.965714285714285525e-01,3.380880053028556542e-04,24
2,1.500000000000000000e+01,3.571428571428571317e-03,9.964285714285714413e-01,3.504367781370781865e-04,24
2,1.500000000000000000e+01,3.714285714285714239e-03,9.962857142857143300e-01,3.626465710112880547e-04,24
2,1.500000000000000000e+01,3.857142857142857595e-03,9.961428571428571077e-01,3.747173960400723702e-04,24
2,1.500000000000000000e+01,4.000000000000000083e-03,9.959999999999999964e-01,3.866492657935566291e-04,24
2,1.500000000000000000e+01,4.142857142857142572e-03,9.958571428571428852e-01,3.984421932964749002e-04,24
2,1.500000000000000000e+01,4.285714285714285927e-03,9.957142857142856629e-01,4.100961920285445261e-04,24
2,1.500000000000000000e+01,4.428571428571428416e-03,9.955714285714285516e-01,4.216112759233420215e-04,24
2,1.500000000000000000e+01,4.571428571428571772e-03,9.954285714285714404e-01,4.329874593684696071e-04,24
2,1.500000000000000000e+01,4.714285714285714260e-03,9.952857142857143291e-01,4.442247572047502979e-04,24
2,1.500000000000000000e+01,4.857142857142857616e-03,9.951428571428571068e-01,4.553231847262001475e-04,24
2,1.500000000000000000e+01,5.000000000000000104e-03,9.949999999999999956e-01,4.662827576792233364e-04,24
2,1.500000000000000000e+01,5.142857142857142592e-03,9.948571428571428843e-01,4.771034922625150276e-04,24
2,1.500000000000000000e+01,5.285714285714285948e-03,9.947142857142856620e-01,4.877854051267005442e-04,24
2,1.500000000000000000e+01,5.428571428571428437e-03,9.945714285714285507e-01,4.983285133735304573e-04,24
2,1.500000000000000000e+01,5.571428571428571792e-03,9.944285714285714395e-01,5.087328345561303866e-04,24
2,1.500000000000000000e+01,5.714285714285714281e-03,9.942857142857143282e-01,5.189983866776270993e-04,24
2,1.500000000000000000e+01,5.857142857142857637e-03,9.941428571428571059e-01,5.291251881919672995e-04,24
2,1.500000000000000000e+01,6.000000000000000125e-03,9.939999999999999947e-01,5.391132580022939269e-04,24
2,1.500000000000000000e+01,6.142857142857142613e-03,9.938571428571428834e-01,5.489626154613624909e-04,24
2,1.500000000000000000e+01,6.285714285714285969e-03,9.937142857142856611e-01,5.586732803708610584e-04,24
2,1.500000000000000000e+01,6.428571428571428457e-03,9.935714285714285499e-01,5.682452729808828984e-04,24
2,1.500000000000000000e+01,6.571428571428571813e-03,9.934285714285714386e-01,5.776786139895240257e-04,24
2,1.500000000000000000e+01,6.714285714285714302e-03,9.932857142857143273e-01,5.869733245429248347e-04,24
2,1.500000000000000000e+01,6.857142857142856790e-03,9.931428571428571050e-01,5.961294262340349759e-04,24
2,1.500000000000000000e+01,7.000000000000000146e-03,9.929999999999999938e-01,6.051469411027105005e-04,24
2,1.500000000000000000e+01,7.142857142857142634e-03,9.928571428571428825e-01,6.140258916353530383e-04,24
2,1.500000000000000000e+01,7.285714285714285990e-03,9.927142857142856602e-01,6.227663007641326409e-04,24
2,1.500000000000000000e+01,7.428571428571428478e-03,9.925714285714285490e-01,6.313681918668906379e-04,24
2,1.500000000000000000e+01,7.571428571428571834e-03,9.924285714285714377e-01,6.398315887663763579e-04,24
2,1.500000000000000000e+01,7.714285714285715190e-03,9.922857142857143264e-01,6.481565157303165181e-04,24
2,1.500000000000000000e+01,7.857142857142857678e-03,9.921428571428571042e-01,6.563429974702217340e-04,24
2,1.500000000000000000e+01,8.000000000000000167e-03,9.919999999999999929e-01,6.643910591415252975e-04,24
2,1.500000000000000000e+01,8.142857142857144390e-03,9.918571428571428816e-01,6.723007263432501102e-04,24
2,1.500000000000000000e+01,8.285714285714285143e-03,9.917142857142857704e-01,6.800720251170788710e-04,24
2,1.500000000000000000e+01,8.428571428571427632e-03,9.915714285714285481e-01,6.877049819471736658e-04,24
2,1.500000000000000000e+01,8.571428571428571855e-03,9.914285714285714368e-01,6.951996237596347328e-04,24
2,1.500000000000000000e+01,8.714285714285714343e-03,9.912857142857143256e-01,7.025559779222229073e-04,24
2,1.500000000000000000e+01,8.857142857142856832e-03,9.911428571428571033e-01,7.097740722438045102e-04,24
2,1.500000000000000000e+01,8.999999999999999320e-03,9.909999999999999920e-01,7.168539349739350142e-04,24
2,1.500000000000000000e+01,9.142857142857143543e-03,9.908571428571428807e-01,7.237955948021373986e-04,24
2,1.500000000000000000e+01,9.285714285714286031e-03,9.907142857142856585e-01,7.305990808579299056e-04,24
2,1.500000000000000000e+01,9.428571428571428520e-03,9.905714285714285472e-01,7.372644227100905168e-04,24
2,1.500000000000000000e+01,9.571428571428572743e-03,9.904285714285714359e-01,7.437916503661018419e-04,24
2,1.500000000000000000e+01,9.714285714285715231e-03,9.902857142857143247e-01,7.501807942719707079e-04,24
2,1.500000000000000000e+01,9.857142857142857720e-03,9.901428571428571024e-01,7.564318853113261021e-04,24
2,1.500000000000000000e+01,1.000000000000000021e-02,9.899999999999999911e-01,7.625449548055718285e-04,24
2,1.500000000000000000e+01,1.014285714285714270e-02,9.898571428571428799e-01,7.685200345130538402e-04,24
2,1.500000000000000000e+01,1.028571428571428518e-02,9.897142857142857686e-01,7.743571566283108387e-04,24
2,1.500000000000000000e+01,1.042857142857142767e-02,9.895714285714285463e-01,7.800563537822963189e-04,24
2,1.500000000000000000e+01,1.057142857142857190e-02,9.894285714285714350e-01,7.856176590414487571e-04,24
2,1.500000000000000000e+01,1.071428571428571438e-02,9.892857142857143238e-01,7.910411059070393547e-04,24
2,1.500000000000000000e+01,1.085714285714285687e-02,9.891428571428571015e-01,7.963267283152830611e-04,24
2,1.500000000000000000e+01,1.100000000000000110e-02,9.889999999999999902e-01,8.014745606363948838e-04,24
2,1.500000000000000000e+01,1.114285714285714358e-02,9.888571428571428790e-01,8.064846376742984546e-04,24
2,1.500000000000000000e+01,1.128571428571428607e-02,9.887142857142857677e-01,8.113569946660431631e-04,24
2,1.500000000000000000e+01,1.142857142857142856e-02,9.885714285714285454e-01,8.160916672815404782e-04,24
2,1.500000000000000000e+01,1.157142857142857278e-02,9.884285714285714342e-01,8.206886916228284257e-04,24
2,1.500000000000000000e+01,1.171428571428571527e-02,9.882857142857143229e-01,8.251481042235303542e-04,24
2,1.500000000000000000e+01,1.185714285714285776e-02,9.881428571428571006e-01,8.294699420488549357e-04,24
2,1.500000000000000000e+01,1.200000000000000025e-02,9.879999999999999893e-01,8.336542424945692087e-04,24
2,1.500000000000000000e+01,1.214285714285714274e-02,9.878571428571428781e-01,8.377010433866932670e-04,24
2,1.500000000000000000e+01,1.228571428571428523e-02,9.877142857142857668e-01,8.416103829811116821e-04,24
2,1.500000000000000000e+01,1.242857142857142771e-02,9.875714285714285445e-01,8.453822999630045132e-04,24
2,1.500000000000000000e+01,1.257142857142857194e-02,9.874285714285714333e-01,8.490168334463477073e-04,24
2,1.500000000000000000e+01,1.271428571428571443e-02,9.872857142857143220e-01,8.525140229733857433e-04,24
2,1.500000000000000000e+01,1.285714285714285691e-02,9.871428571428570997e-01,8.558739085142291758e-04,24
2,1.500000000000000000e+01,1.300000000000000114e-02,9.869999999999999885e-01,8.590965304660497237e-04,24
2,1.500000000000000000e+01,1.314285714285714363e-02,9.868571428571428772e-01,8.621819296533855814e-04,24
2,1.500000000000000000e+01,1.328571428571428611e-02,9.867142857142857659e-01,8.651301473264483288e-04,24
2,1.500000000000000000e+01,1.342857142857142860e-02,9.865714285714285436e-01,8.679412251615670204e-04,24
2,1.500000000000000000e+01,1.357142857142857283e-02,9.864285714285714324e-01,8.706152052603000069e-04,24
2,1.500000000000000000e+01,1.371428571428571358e-02,9.862857142857143211e-01,8.731521301490324793e-04,24
2,1.500000000000000000e+01,1.385714285714285607e-02,9.861428571428570988e-01,8.755520427783380910e-04,24
2,1.500000000000000000e+01,1.400000000000000029e-02,9.859999999999999876e-01,8.778149865226736459e-04,24
2,1.500000000000000000e+01,1.414285714285714278e-02,9.858571428571428763e-01,8.799410051796158205e-04,24
2,1.500000000000000000e+01,1.428571428571428527e-02,9.857142857142857650e-01,8.819301429695280969e-04,24
2,1.500000000000000000e+01,1.442857142857142949e-02,9.855714285714285428e-01,8.837824445349501401e-04,24
2,1.500000000000000000e+01,1.457142857142857198e-02,9.854285714285714315e-01,8.854979549401537087e-04,24
2,1.500000000000000000e+01,1.471428571428571447e-02,9.852857142857143202e-01,8.870767196707263214e-04,24
2,1.500000000000000000e+01,1.485714285714285696e-02,9.851428571428570979e-01,8.885187846326969563e-04,24
2,1.500000000000000000e+01,1.500000000000000118e-02,9.849999999999999867e-01,8.898241961523972732e-04,24
2,1.500000000000000000e+01,1.514285714285714367e-02,9.848571428571428754e-01,8.909930009755040459e-04,24
2,1.500000000000000000e+01,1.528571428571428616e-02,9.847142857142857642e-01,8.920252462672056959e-04,24
2,1.500000000000000000e+01,1.542857142857143038e-02,9.845714285714285419e-01,8.929209796109255359e-04,24
2,1.500000000000000000e+01,1.557142857142857287e-02,9.844285714285714306e-01,8.936802490082385031e-04,24
2,1.500000000000000000e+01,1.571428571428571536e-02,9.842857142857143193e-01,8.943031028782466585e-04,24
2,1.500000000000000000e+01,1.585714285714285784e-02,9.841428571428570971e-01,8.947895900569408090e-04,24
2,1.500000000000000000e+01,1.600000000000000033e-02,9.839999999999999858e-01,8.951397597968119291e-04,24
2,1.500000000000000000e+01,1.614285714285714282e-02,9.838571428571428745e-01,8.953536617661295161e-04,24
2,1.500000000000000000e+01,1.628571428571428878e-02,9.837142857142857633e-01,8.954313460488166898e-04,24
2,1.500000000000000000e+01,1.642857142857143127e-02,9.835714285714285410e-01,8.953728631432567031e-04,24
2,1.500000000000000000e+01,1.657142857142857029e-02,9.834285714285714297e-01,8.951782639625288640e-04,24
2,1.500000000000000000e+01,1.671428571428571278e-02,9.832857142857143185e-01,8.948475998329652459e-04,24
2,1.500000000000000000e+01,1.685714285714285526e-02,9.831428571428570962e-01,8.943809224944976322e-04,24
2,1.500000000000000000e+01,1.699999999999999775e-02,9.829999999999999849e-01,8.937782840996444378e-04,24
2,1.500000000000000000e+01,1.714285714285714371e-02,9.828571428571428736e-01,8.930397372129417199e-04,24
2,1.500000000000000000e+01,1.728571428571428620e-02,9.827142857142857624e-01,8.921653348105268444e-04,24
2,1.500000000000000000e+01,1.742857142857142869e-02,9.825714285714285401e-01,8.911551302796388851e-04,24
2,1.500000000000000000e+01,1.757142857142857117e-02,9.824285714285714288e-01,8.900091774178692239e-04,24
2,1.500000000000000000e+01,1.771428571428571366e-02,9.822857142857143176e-01,8.887275304326897052e-04,24
2,1.500000000000000000e+01,1.785714285714285615e-02,9.821428571428570953e-01,8.873102439411889586e-04,24
2,1.500000000000000000e+01,1.799999999999999864e-02,9.819999999999999840e-01,8.857573729689760533e-04,24
2,1.500000000000000000e+01,1.814285714285714460e-02,9.818571428571428727e-01,8.840689729500555982e-04,24
2,1.500000000000000000e+01,1.828571428571428709e-02,9.817142857142857615e-01,8.822450997262171191e-04,24
2,1.500000000000000000e+01,1.842857142857142957e-02,9.815714285714285392e-01,8.802858095461746357e-04,24
2,1.500000000000000000e+01,1.857142857142857206e-02,9.814285714285714279e-01,8.781911590653168620e-04,24
2,1.500000000000000000e+01,1.871428571428571455e-02,9.812857142857143167e-01,8.759612053450549496e-04,24
2,1.500000000000000000e+01,1.885714285714285704e-02,9.811428571428570944e-01,8.735960058523228877e-04,24
2,1.500000000000000000e+01,1.899999999999999953e-02,9.809999999999999831e-01,8.710956184588697360e-04,24
2,1.500000000000000000e+01,1.914285714285714549e-02,9.808571428571428719e-01,8.684601014405657349e-04,24
2,1.500000000000000000e+01,1.928571428571428797e-02,9.807142857142857606e-01,8.656895134775133283e-04,24
2,1.500000000000000000e+01,1.942857142857143046e-02,9.805714285714285383e-01,8.627839136524373398e-04,24
2,1.500000000000000000e+01,1.957142857142857295e-02,9.804285714285714270e-01,8.597433614513372291e-04,24
2,1.500000000000000000e+01,1.971428571428571544e-02,9.802857142857143158e-01,8.565679167614470568e-04,24
2,1.500000000000000000e+01,1.985714285714285793e-02,9.801428571428570935e-01,8.532576398721097855e-04,24
2,1.500000000000000000e+01,2.000000000000000042e-02,9.799999999999999822e-01,8.498125914733062336e-04,24
2,1.500000000000000000e+01,2.014285714285714290e-02,9.798571428571428710e-01,8.462328326553358870e-04,24
2,1.500000000000000000e+01,2.028571428571428539e-02,9.797142857142857597e-01,8.425184249083450538e-04,24
2,1.500000000000000000e+01,2.042857142857142788e-02,9.795714285714285374e-01,8.386694301214941971e-04,24
2,1.500000000000000000e+01,2.057142857142857037e-02,9.794285714285714262e-01,8.346859105826109904e-04,24
2,1.500000000000000000e+01,2.071428571428571286e-02,9.792857142857143149e-01,8.305679289774131613e-04,24
2,1.500000000000000000e+01,2.085714285714285535e-02,9.791428571428570926e-01,8.263155483891476694e-04,24
2,1.500000000000000000e+01,2.100000000000000130e-02,9.789999999999999813e-01,8.219288322979662054e-04,24
2,1.500000000000000000e+01,2.114285714285714379e-02,9.788571428571428701e-01,8.174078445800092574e-04,24
2,1.500000000000000000e+01,2.128571428571428628e-02,9.787142857142857588e-01,8.127526495072118218e-04,24
2,1.500000000000000000e+01,2.142857142857142877e-02,9.785714285714285365e-01,8.079633117468315584e-04,24
2,1.500000000000000000e+01,2.157142857142857126e-02,9.784285714285714253e-01,8.030398963599777451e-04,24
2,1.500000000000000000e+01,2.171428571428571375e-02,9.782857142857143140e-01,7.979824688022357781e-04,24
2,1.500000000000000000e+01,2.185714285714285623e-02,9.781428571428570917e-01,7.927910949221683712e-04,24
2,1.500000000000000000e+01,2.200000000000000219e-02,9.779999999999999805e-01,7.874658409611906551e-04,24
2,1.500000000000000000e+01,2.214285714285714468e-02,9.778571428571428692e-01,7.820067735526126107e-04,24
2,1.500000000000000000e+01,2.228571428571428717e-02,9.777142857142857579e-01,7.764139597215974353e-04,24
2,1.500000000000000000e+01,2.242857142857142966e-02,9.775714285714285356e-01,7.706874668839264197e-04,24
2,1.500000000000000000e+01,2.257142857142857215e-02,9.774285714285714244e-01,7.648273628456242479e-04,24
2,1.500000000000000000e+01,2.271428571428571463e-02,9.772857142857143131e-01,7.588337158026953189e-04,24
2,1.500000000000000000e+01,2.285714285714285712e-02,9.771428571428570908e-01,7.527065943402078130e-04,24
2,1.500000000000000000e+01,2.300000000000000308e-02,9.769999999999999796e-01,7.464460674314055133e-04,24
2,1.500000000000000000e+01,2.314285714285714557e-02,9.768571428571428683e-01,7.400522044378327058e-04,24
2,1.500000000000000000e+01,2.328571428571428806e-02,9.767142857142857570e-01,7.335250751080990561e-04,24
2,1.500000000000000000e+01,2.342857142857143055e-02,9.765714285714285348e-01,7.268647495774771539e-04,24
2,1.500000000000000000e+01,2.357142857142857303e-02,9.764285714285714235e-01,7.200712983675278123e-04,24
2,1.500000000000000000e+01,2.371428571428571552e-02,9.762857142857143122e-01,7.131447923849343340e-04,24
2,1.500000000000000000e+01,2.385714285714285454e-02,9.761428571428572010e-01,7.060853029214886334e-04,24
2,1.500000000000000000e+01,2.400000000000000050e-02,9.759999999999999787e-01,6.988929016533140803e-04,24
2,1.500000000000000000e+01,2.414285714285714299e-02,9.758571428571428674e-01,6.915676606397413995e-04,24
2,1.500000000000000000e+01,2.428571428571428548e-02,9.757142857142857562e-01,6.841096523236417370e-04,24
2,1.500000000000000000e+01,2.442857142857142796e-02,9.755714285714285339e-01,6.765189495297058153e-04,24
2,1.500000000000000000e+01,2.457142857142857045e-02,9.754285714285714226e-01,6.687956254649435328e-04,24
2,1.500000000000000000e+01,2.471428571428571294e-02,9.752857142857143113e-01,6.609397537171990411e-04,24
2,1.500000000000000000e+01,2.485714285714285543e-02,9.751428571428570891e-01,6.529514082548593112e-04,24
2,1.500000000000000000e+01,2.500000000000000139e-02,9.749999999999999778e-01,6.448306634264516779e-04,24
2,1.500000000000000000e+01,2.514285714285714388e-02,9.748571428571428665e-01,6.365775939595474942e-04,24
2,1.500000000000000000e+01,2.528571428571428636e-02,9.747142857142857553e-01,6.281922749604984535e-04,24
2,1.500000000000000000e+01,2.542857142857142885e-02,9.745714285714285330e-01,6.196747819135067781e-04,24
2,1.500000000000000000e+01,2.557142857142857134e-02,9.744285714285714217e-01,6.110251906807639966e-04,24
2,1.500000000000000000e+01,2.571428571428571383e-02,9.742857142857143105e-01,6.022435775004802982e-04,24
2,1.500000000000000000e+01,2.585714285714285632e-02,9.741428571428571992e-01,5.933300189876755670e-04,24
2,1.500000000000000000e+01,2.600000000000000228e-02,9.739999999999999769e-01,5.842845921324307801e-04,24
2,1.500000000000000000e+01,2.614285714285714476e-02,9.738571428571428656e-01,5.751073742999990301e-04,24
2,1.500000000000000000e+01,2.628571428571428725e-02,9.737142857142857544e-01,5.657984432298479582e-04,24
2,1.500000000000000000e+01,2.642857142857142974e-02,9.735714285714285321e-01,5.563578770350074976e-04,24
2,1.500000000000000000e+01,2.657142857142857223e-02,9.734285714285714208e-01,5.467857542016535399e-04,24
2,1.500000000000000000e+01,2.671428571428571472e-02,9.732857142857143096e-01,5.370821535881226128e-04,24
2,1.500000000000000000e+01,2.685714285714285721e-02,9.731428571428570873e-01,5.272471544246343234e-04,24
2,1.500000000000000000e+01,2.700000000000000316e-02,9.729999999999999760e-01,5.172808363123337916e-04,24
2,1.500000000000000000e+01,2.714285714285714565e-02,9.728571428571428648e-01,5.071832792231389941e-04,24
2,1.500000000000000000e+01,2.728571428571428814e-02,9.727142857142857535e-01,4.969545634983807414e-04,24
2,1.500000000000000000e+01,2.742857142857142716e-02,9.725714285714285312e-01,4.865947698488859441e-04,24
2,1.500000000000000000e+01,2.757142857142856965e-02,9.724285714285714199e-01,4.761039793536731013e-04,24
2,1.500000000000000000e+01,2.771428571428571214e-02,9.722857142857143087e-01,4.654822734599106671e-04,24
2,1.500000000000000000e+01,2.785714285714285809e-02,9.721428571428571974e-01,4.547297339819872386e-04,24
2,1.500000000000000000e+01,2.800000000000000058e-02,9.719999999999999751e-01,4.438464431007066446e-04,24
